"diameter","albedo","rot_per","producer","spkid","full_name","epoch","e","a","om","w","ma","per","i"
,,,"Otto Matic",20162922,"162922 (2001 OY13)",2460600.5,0.3820,1.319,284.18,291.31,174.17,553,10.30
,,,"Otto Matic",20162979,"162979 (2001 RA12)",2460600.5,0.5441,2.037,311.58,326.05,359.93,1.06e+03,17.09
0.875,0.161,68,"Otto Matic",20162998,"162998 (2001 SK162)",2460600.5,0.4743,1.926,285.29,186.45,181.51,976,1.68
,,,"Otto Matic",20163014,"163014 (2001 UA5)",2460600.5,0.4456,1.787,58.62,27.68,207.87,873,9.94
,,,"Otto Matic",20163026,"163026 (2001 XR30)",2460600.5,0.3652,1.297,247.85,294.50,106.07,540,11.86
,,4.693,"Otto Matic",20163051,"163051 (2001 YJ4)",2460600.5,0.5676,2.274,247.77,322.44,208.69,1.25e+03,9.29
,,,"Otto Matic",20163067,"163067 (2002 AP3)",2460600.5,0.5862,2.046,87.30,117.82,254.83,1.07e+03,7.61
0.460,0.408,,"Otto Matic",20163132,"163132 (2002 CU11)",2460600.5,0.2952,1.22,157.74,110.53,229.17,492,48.78
1.682,0.172,6.231,"Otto Matic",20163243,"163243 (2002 FB3)",2460600.5,0.6016,0.7616,203.56,148.34,109.40,243,20.28
,,3.7663,"Otto Matic",20163249,"163249 (2002 GT)",2460600.5,0.3347,1.344,201.73,135.14,59.89,569,6.97
0.735,0.030,14.5,"Otto Matic",20163348,"163348 (2002 NN4)",2460600.5,0.4345,0.8758,259.43,222.21,207.78,299,5.42
,,2.42,"Otto Matic",20163364,"163364 (2002 OD20)",2460600.5,0.3689,1.365,259.85,275.35,84.09,583,4.19
,,148.7,"Otto Matic",20163373,"163373 (2002 PZ39)",2460600.5,0.5465,1.469,328.77,260.13,196.11,651,1.67
,,,"Otto Matic",20163683,"163683 (2002 YP2)",2460600.5,0.6881,1.577,52.46,281.41,31.53,724,20.63
,,,"Otto Matic",20163697,"163697 (2003 EF54)",2460600.5,0.4728,1.609,268.45,353.79,176.37,746,2.95
0.386,0.516,5.649,"Otto Matic",20163818,"163818 (2003 RX7)",2460600.5,0.3545,1.229,241.01,245.91,68.68,498,10.39
0.791,0.340,285,"Otto Matic",20163899,"163899 (2003 SD220)",2460600.5,0.2100,0.8276,273.71,326.99,128.47,275,8.54
1.717,0.198,2.343,"Otto Matic",20164121,"164121 (2003 YT1)",2460600.5,0.2920,1.11,38.31,91.00,235.13,427,44.06
,,11.1,"Otto Matic",20164202,"164202 (2004 EW)",2460600.5,0.2791,0.988,342.90,56.21,79.77,359,4.67
0.163,0.219,,"Otto Matic",20164207,"164207 (2004 GU9)",2460600.5,0.1359,1.001,38.41,279.48,63.63,366,13.65
,,,"Otto Matic",20164211,"164211 (2004 JA27)",2460600.5,0.4233,1.666,67.76,270.22,128.89,786,2.26
,,,"Otto Matic",20164216,"164216 (2004 OT11)",2460600.5,0.5651,2.153,294.89,326.60,167.15,1.15e+03,19.99
,,38.69,"Otto Matic",20164400,"164400 (2005 GN59)",2460600.5,0.4679,1.657,218.96,203.05,169.72,779,6.63
0.9,,3.925,"Otto Matic",20168318,"168318 (1989 DA)",2460600.5,0.5417,2.162,349.07,139.82,83.00,1.16e+03,6.49
,,,"Otto Matic",20170086,"170086 (2002 XR14)",2460600.5,0.6260,1.905,75.48,120.49,69.28,960,2.13
,,,"Otto Matic",20170903,"170903 (2004 WS2)",2460600.5,0.6031,1.336,87.67,115.46,267.96,564,8.27
,,2.796,"Otto Matic",20171576,"171576 (1999 VP11)",2460600.5,0.5836,1.086,208.08,61.74,111.24,413,17.28
,,5.7516,"Otto Matic",20171839,"171839 (2001 JM1)",2460600.5,0.3108,1.46,226.64,321.98,118.84,645,17.08
,,,"Otto Matic",20172678,"172678 (2003 YM137)",2460600.5,0.7028,2.559,73.98,131.02,326.04,1.5e+03,2.82
,,2.722,"Otto Matic",20173561,"173561 (2000 YV137)",2460600.5,0.3109,1.448,137.22,211.38,330.30,636,28.00
1.196,0.072,3.5942,"Otto Matic",20175706,"175706 (1996 FG3)",2460600.5,0.3501,1.055,299.50,24.06,32.72,396,1.97
,,,"Otto Matic",20175729,"175729 (1998 BB10)",2460600.5,0.4246,1.271,124.27,259.25,280.61,524,11.54
,,,"Otto Matic",20177049,"177049 (2003 EE16)",2460600.5,0.6143,1.418,127.23,259.50,5.13,617,0.65
,,,"Otto Matic",20177614,"177614 (2004 HK33)",2460600.5,0.5204,1.889,104.70,221.54,294.36,948,5.44
,,9.455,"Otto Matic",20179806,"179806 (2002 TD66)",2460600.5,0.5347,1.858,335.53,125.88,220.46,925,4.93
,,,"Otto Matic",20180186,"180186 (2003 QZ30)",2460600.5,0.6315,2.422,178.04,243.10,198.78,1.38e+03,8.57
,,2.5009,"Otto Matic",20184266,"184266 (2004 VW14)",2460600.5,0.5977,2.121,100.83,42.78,140.17,1.13e+03,3.83
0.863,0.137,2.7754,"Otto Matic",20185851,"185851 (2000 DP107)",2460600.5,0.3765,1.365,358.65,289.77,62.22,583,8.67
,,,"Otto Matic",20186844,"186844 (2004 GA1)",2460600.5,0.6726,2.43,261.48,54.63,114.88,1.38e+03,7.77
0.430,0.199,,"Otto Matic",20187040,"187040 (2005 JS108)",2460600.5,0.3222,1.355,110.84,244.00,28.42,576,6.04
,,,"Otto Matic",20189040,"189040 (2000 MU1)",2460600.5,0.3825,1.372,130.03,63.78,84.71,587,13.09
,,,"Otto Matic",20189865,"189865 (2003 NC)",2460600.5,0.8055,1.406,288.39,224.33,315.33,609,21.57
,,,"Otto Matic",20192559,"192559 (1998 VO)",2460600.5,0.2266,1.075,228.12,75.97,182.11,407,10.06
,,,"Otto Matic",20192563,"192563 (1998 WZ6)",2460600.5,0.4078,1.452,68.68,110.75,226.25,639,24.76
,,,"Otto Matic",20194006,"194006 (2001 SG10)",2460600.5,0.4243,1.449,184.93,101.62,114.85,637,4.26
1.244,0.055,6.802,"Otto Matic",20194268,"194268 (2001 UY4)",2460600.5,0.7875,1.453,160.69,107.81,74.45,640,5.44
,,,"Otto Matic",20196068,"196068 (2002 TW55)",2460600.5,0.6645,2.118,33.54,251.12,85.27,1.13e+03,59.35
,,,"Otto Matic",20196625,"196625 (2003 RM10)",2460600.5,0.5917,1.848,341.17,287.44,166.92,917,13.72
,,,"Otto Matic",20197588,"197588 (2004 HE12)",2460600.5,0.4659,1.845,338.03,162.22,69.47,916,42.71
,,4.3825,"Otto Matic",20199003,"199003 (2005 WJ56)",2460600.5,0.1521,0.959,288.02,297.65,207.09,343,21.62
,,,"Otto Matic",20199145,"199145 (2005 YY128)",2460600.5,0.7323,1.649,299.96,315.17,261.48,773,3.77
,,,"Otto Matic",20199801,"199801 (2007 AE12)",2460600.5,0.5694,1.684,245.44,86.98,128.40,798,2.29
,,,"Otto Matic",20200840,"200840 (2001 XN254)",2460600.5,0.5609,2.32,264.07,278.72,132.26,1.29e+03,1.94
,,,"Otto Matic",20202683,"202683 (2006 US216)",2460600.5,0.5624,0.6371,193.26,56.42,257.35,186,3.44
0.376,0.414,37.5,"Otto Matic",20206378,"206378 (2003 RB)",2460600.5,0.4389,1.788,317.13,44.07,287.00,873,6.72
,,,"Otto Matic",20206910,"206910 (2004 NL8)",2460600.5,0.7156,2.574,150.90,278.14,302.11,1.51e+03,5.02
,,4.48,Giorgini,20207398,"207398 (2006 AS2)",2460600.5,0.6419,2.091,125.63,80.07,49.89,1.1e+03,2.60
0.423,0.161,3.1499,"Otto Matic",20207945,"207945 (1991 JW)",2460600.5,0.1186,1.039,53.85,301.95,92.10,387,8.71
,,2.67,"Otto Matic",20208023,"208023 (1999 AQ10)",2460600.5,0.2354,0.9338,326.97,300.57,33.11,330,6.50
,,,"Otto Matic",20208115,"208115 (2000 CT101)",2460600.5,0.3547,1.299,135.55,292.43,278.65,541,23.30
,,,"Otto Matic",20212546,"212546 (2006 SV19)",2460600.5,0.5152,2.133,116.20,182.55,317.31,1.14e+03,7.35
,,102.24,"Otto Matic",20214869,"214869 (2007 PA8)",2460600.5,0.6530,2.849,141.30,293.85,175.77,1.76e+03,2.00
0.488,0.118,,"Otto Matic",20215588,"215588 (2003 HF2)",2460600.5,0.6755,1.114,189.88,231.04,195.33,429,3.06
,,,"Otto Matic",20216115,"216115 (2006 SU19)",2460600.5,0.5864,1.527,152.22,10.63,92.91,689,2.09
,,7.3,"Otto Matic",20216258,"216258 (2006 WH1)",2460600.5,0.4849,1.671,240.31,263.68,65.58,789,2.63
,,0.042,"Otto Matic",20216523,"216523 (2001 HY7)",2460600.5,0.4122,0.9136,205.05,211.33,90.01,319,5.21
,,,"Otto Matic",20216985,"216985 (2000 QK130)",2460600.5,0.2620,1.181,173.81,66.40,358.14,469,4.72
,,,"Otto Matic",20217430,"217430 (2005 SN25)",2460600.5,0.2706,1.23,168.27,45.20,121.18,498,13.01
1.4,,8.55,"Otto Matic",20217628,"217628 Lugh (1990 HA)",2460600.5,0.7115,2.527,177.75,316.15,160.51,1.47e+03,4.44
,,6.7906,"Otto Matic",20220839,"220839 (2004 VA)",2460600.5,0.5949,1.901,109.45,43.48,180.72,957,3.69
,,,"Otto Matic",20221455,"221455 (2006 BC10)",2460600.5,0.6577,2.017,21.04,234.30,142.51,1.05e+03,0.92
0.432,0.200,,"Otto Matic",20221980,"221980 (1996 EO)",2460600.5,0.4008,1.342,356.46,64.69,213.52,568,21.59
,,,"Otto Matic",20226514,"226514 (2003 UX34)",2460600.5,0.6159,1.095,4.30,218.58,241.15,419,2.56
0.482,0.125,13.404,"Otto Matic",20226554,"226554 (2003 WR21)",2460600.5,0.2615,1.118,85.76,108.11,123.09,432,9.27
,,,"Otto Matic",20228368,"228368 (2000 WK10)",2460600.5,0.7020,1.479,57.93,244.51,150.90,657,14.73
,0.253,4.194,"Otto Matic",20230111,"230111 (2001 BE10)",2460600.5,0.3692,0.8231,297.75,30.60,42.21,273,17.51
0.217,0.216,,"Otto Matic",20230549,"230549 (2003 BH)",2460600.5,0.3561,1.457,119.76,313.41,158.58,642,13.11
0.55,,39.905,"Otto Matic",20231937,"231937 (2001 FO32)",2460600.5,0.8258,1.699,181.71,123.36,202.09,809,39.01
,,,"Otto Matic",20232691,"232691 (2004 AR1)",2460600.5,0.4695,1.576,336.51,50.31,206.69,723,9.08
0.344,0.045,33,"Otto Matic",20234145,"234145 (2000 EW70)",2460600.5,0.3213,0.9376,178.03,125.77,294.52,332,5.43
1.136,0.042,7.18,"Otto Matic",20235756,"235756 (2004 VC)",2460600.5,0.2589,1.133,194.16,94.18,257.83,441,39.15
,,,"Otto Matic",20242216,"242216 (2003 RN10)",2460600.5,0.5407,2.233,267.16,4.73,128.79,1.22e+03,39.66
2.914,0.274,,"Otto Matic",20242450,"242450 (2004 QY2)",2460600.5,0.4772,1.084,295.27,104.98,234.73,412,37.03
1.989,0.041,7.,"Otto Matic",20242643,"242643 (2005 NZ6)",2460600.5,0.8652,1.833,38.79,48.96,237.52,907,8.41
,,63.8,"Otto Matic",20242708,"242708 (2005 UK1)",2460600.5,0.6953,2.501,180.30,345.94,238.37,1.44e+03,0.79
0.881,0.091,2.313,"Otto Matic",20243566,"243566 (1995 SA)",2460600.5,0.6420,2.463,169.02,54.30,255.75,1.41e+03,19.58
0.495,0.235,,"Otto Matic",20244977,"244977 (2004 BE68)",2460600.5,0.4446,1.761,210.88,191.28,343.49,853,15.74
,,,"Otto Matic",20247360,"247360 (2001 XU)",2460600.5,0.8366,2.573,260.98,286.06,181.52,1.51e+03,19.07
0.654,0.260,5.354,"Otto Matic",20250620,"250620 (2005 GE59)",2460600.5,0.6025,2.109,194.74,243.02,196.79,1.12e+03,16.08
0.398,0.147,,"Otto Matic",20250680,"250680 (2005 QC5)",2460600.5,0.3645,0.893,48.05,108.72,64.80,308,9.45
0.535,0.322,7.,"Otto Matic",20250706,"250706 (2005 RR6)",2460600.5,0.7011,2.957,27.27,59.96,258.29,1.86e+03,6.93
,,2.718,"Otto Matic",20251346,"251346 (2007 SJ)",2460600.5,0.5332,2.015,306.76,175.25,271.06,1.04e+03,8.18
,,,"Otto Matic",20251722,"251722 (1997 US2)",2460600.5,0.6608,1.675,65.89,100.33,115.60,792,3.17
0.291,0.478,,"Otto Matic",20252399,"252399 (2001 TX44)",2460600.5,0.5459,0.8748,57.76,136.04,262.54,299,15.21
,,2.27,"Otto Matic",20253841,"253841 (2003 YG118)",2460600.5,0.6461,2.28,347.42,233.54,330.41,1.26e+03,8.03
,,,"Otto Matic",20255071,"255071 (2005 UH6)",2460600.5,0.6325,1.001,19.29,200.25,53.56,366,2.64
,,7.66,"Otto Matic",20260141,"260141 (2004 QT24)",2460600.5,0.2519,1.133,36.10,76.64,130.60,440,17.75
0.785,0.125,2.664,"Otto Matic",20263976,"263976 (2009 KD5)",2460600.5,0.2615,1.046,104.49,294.37,26.87,391,13.47
0.113,0.037,,"Otto Matic",20264357,"264357 (2000 AZ93)",2460600.5,0.3600,0.7469,277.30,8.17,311.13,236,8.59
,,,"Otto Matic",20264993,"264993 (2003 DX10)",2460600.5,0.4108,1.375,61.75,194.06,95.46,589,3.15
0.361,0.310,6.479,"Otto Matic",20265196,"265196 (2004 BW58)",2460600.5,0.3787,1.455,132.61,301.85,328.22,641,15.21
,,2.6534,"Otto Matic",20265482,"265482 (2005 EE)",2460600.5,0.3277,1.129,110.78,284.75,214.47,438,6.17
,,,"Otto Matic",20267131,"267131 (2000 EK26)",2460600.5,0.6573,2.41,126.39,305.54,240.69,1.37e+03,15.65
0.562,0.097,,"Otto Matic",20267221,"267221 (2001 AD2)",2460600.5,0.6598,1.04,210.54,111.95,235.31,387,1.64
0.439,0.578,39.05,"Otto Matic",20267337,"267337 (2001 VK5)",2460600.5,0.5140,1.269,54.22,263.93,64.72,522,19.43
,,2.4261,"Otto Matic",20267494,"267494 (2002 JB9)",2460600.5,0.7843,2.719,70.21,278.00,341.38,1.64e+03,46.76
,,,"Otto Matic",20267720,"267720 (2003 CA)",2460600.5,0.7196,1.379,126.17,234.82,185.74,592,21.15
,,129.5,"Otto Matic",20267729,"267729 (2003 FC5)",2460600.5,0.6087,1.917,188.76,271.26,64.82,969,5.83
0.888,0.098,,"Otto Matic",20269690,"269690 (1996 RG3)",2460600.5,0.6037,2.001,158.05,300.27,297.31,1.03e+03,3.58
,,4.444,"Otto Matic",20275677,"275677 (2000 RS11)",2460600.5,0.3205,1.28,172.16,301.69,146.18,529,17.10
,,3.9333,"Otto Matic",20276033,"276033 (2002 AJ129)",2460600.5,0.9149,1.37,138.01,211.04,85.46,586,15.44
,,2.595,"Otto Matic",20277475,"277475 (2005 WK4)",2460600.5,0.2374,1.011,138.11,74.13,83.30,371,9.84
0.439,0.177,3.689,"Otto Matic",20277570,"277570 (2005 YP180)",2460600.5,0.6170,1.372,288.91,92.47,276.63,587,4.11
,,,"Otto Matic",20279744,"279744 (1998 KM3)",2460600.5,0.6108,1.67,263.02,85.36,37.82,789,4.66
,,,"Otto Matic",20279816,"279816 (2000 JE5)",2460600.5,0.4006,1.238,41.23,285.16,202.01,503,50.74
,,3.5,"Otto Matic",20281375,"281375 (2008 JV19)",2460600.5,0.2485,0.9856,141.96,310.61,30.99,357,7.23
,,4.749,"Otto Matic",20285263,"285263 (1998 QE2)",2460600.5,0.5728,2.421,250.07,345.69,9.29,1.38e+03,12.88
,,,"Otto Matic",20286080,"286080 (2001 TX1)",2460600.5,0.4825,1.047,159.14,354.18,86.91,392,2.80
,,,"Otto Matic",20288807,"288807 (2004 RW164)",2460600.5,0.3766,1.49,164.93,342.88,246.85,664,36.78
,,,"Otto Matic",20289315,"289315 (2005 AN26)",2460600.5,0.6379,2.32,175.79,208.49,238.91,1.29e+03,4.92
,,,"Otto Matic",20290772,"290772 (2005 VC)",2460600.5,0.5929,2.085,227.79,290.38,27.83,1.1e+03,4.49
,,,"Otto Matic",20292220,"292220 (2006 SU49)",2460600.5,0.3117,1.412,303.06,199.10,153.84,613,2.52
0.740,0.425,3.05785,"Otto Matic",20294739,"294739 (2008 CM)",2460600.5,0.4080,1.566,279.54,130.69,196.87,716,36.01
1.199,0.234,4.645,"Otto Matic",20297274,"297274 (1996 SK)",2460600.5,0.7905,2.445,195.51,286.33,113.57,1.4e+03,1.97
0.320,,15,"Otto Matic",20297300,"297300 (1998 SC15)",2460600.5,0.4144,1.273,198.68,277.49,337.60,525,16.08
0.407,0.388,6.314,"Otto Matic",20297418,"297418 (2000 SP43)",2460600.5,0.4669,0.8115,350.53,224.46,70.52,267,10.34
0.4,,,"Otto Matic",20301844,"301844 (1990 UA)",2460600.5,0.5260,1.642,104.28,202.58,87.51,769,0.93
,,,"Otto Matic",20302169,"302169 (2001 TD45)",2460600.5,0.7777,0.7966,30.25,212.45,199.85,260,25.37
,,13.97,"Otto Matic",20302831,"302831 (2003 FH)",2460600.5,0.5406,1.389,24.12,274.37,5.07,598,25.80
0.187,0.317,,"Otto Matic",20303450,"303450 (2005 BY2)",2460600.5,0.3306,1.269,74.44,130.28,240.46,522,7.29
0.780,0.080,,"Otto Matic",20304330,"304330 (2006 SX217)",2460600.5,0.3103,1.412,32.60,176.24,92.72,613,21.04
,,0.94345,"Otto Matic",20306383,"306383 (1993 VD)",2460600.5,0.5515,0.8758,2.17,254.24,6.11,299,2.07
,,,"Otto Matic",20307005,"307005 (2001 XP1)",2460600.5,0.7528,2.89,268.07,246.31,215.45,1.79e+03,39.21
,,11,"Otto Matic",20308242,"308242 (2005 GO21)",2460600.5,0.3400,0.7533,272.67,156.64,164.27,239,24.93
0.4,,18,"Otto Matic",20308635,"308635 (2005 YU55)",2460600.5,0.4305,1.157,35.93,273.56,189.35,454,0.34
,,6.0542,"Otto Matic",20310442,"310442 (2000 CH59)",2460600.5,0.4231,0.863,213.44,109.76,86.13,293,3.25
0.654,0.313,2.97387,"Otto Matic",20310560,"310560 (2001 QL142)",2460600.5,0.4991,1.049,165.55,72.15,267.48,393,26.60
,,,"Otto Matic",20311044,"311044 (2004 BB103)",2460600.5,0.6220,1.908,271.07,71.49,332.19,962,55.86
,,2.5709,"Otto Matic",20311066,"311066 (2004 DC)",2460600.5,0.3996,1.634,74.90,156.37,296.12,763,19.46
0.595,0.087,,"Otto Matic",20312070,"312070 (2007 TA19)",2460600.5,0.5096,0.9539,181.18,58.06,176.51,340,22.63
,,,"Otto Matic",20314082,"314082 Dryope (2005 CZ36)",2460600.5,0.5766,2.235,116.62,139.53,272.32,1.22e+03,16.18
,,,"Otto Matic",20314212,"314212 (2005 NJ1)",2460600.5,0.6511,2.132,316.16,82.62,45.75,1.14e+03,6.46
,,2.6093,"Otto Matic",20317255,"317255 (2002 DJ5)",2460600.5,0.5678,1.401,347.86,296.19,161.26,606,6.43
,,,"Otto Matic",20325395,"325395 (2009 CQ5)",2460600.5,0.0914,0.9327,278.65,118.24,187.75,329,18.68
,,,"Otto Matic",20326290,"326290 Akhenaten (1998 HE3)",2460600.5,0.4402,0.879,53.44,309.34,305.23,301,3.38
,,2.6214,"Otto Matic",20329437,"329437 (2002 OA22)",2460600.5,0.2432,0.9356,174.04,318.64,335.65,331,6.89
,,3.278,"Otto Matic",20329614,"329614 (2003 KU2)",2460600.5,0.6770,2.69,105.21,246.81,272.06,1.61e+03,5.40
,,,"Otto Matic",20330233,"330233 (2006 KV86)",2460600.5,0.3740,1.543,220.04,153.86,90.72,700,37.08
,,,"Otto Matic",20331876,"331876 (2004 CL)",2460600.5,0.5362,1.284,109.39,274.69,123.38,532,13.31
,,3.0472,"Otto Matic",20332446,"332446 (2008 AF4)",2460600.5,0.4101,1.38,109.31,293.35,146.62,592,8.93
,,,"Otto Matic",20333521,"333521 (2005 PO)",2460600.5,0.3731,1.252,300.48,249.55,346.44,512,12.51
0.204,0.352,5.737,"Otto Matic",20333578,"333578 (2006 KM103)",2460600.5,0.3766,1.573,169.45,197.03,35.66,721,11.68
,,,"Otto Matic",20337075,"337075 (1998 QC1)",2460600.5,0.5901,1.984,308.34,115.47,101.77,1.02e+03,9.65
,,,"Otto Matic",20337558,"337558 (2001 SG262)",2460600.5,0.5829,1.962,359.03,100.26,115.78,1e+03,4.82
0.40,0.137,3.725,"Otto Matic",20341843,"341843 (2008 EV5)",2460600.5,0.0827,0.9602,93.23,235.84,63.75,344,7.45
,,,"Otto Matic",20342866,"342866 (2008 YU32)",2460600.5,0.5955,1.537,232.57,83.97,142.65,696,3.41
,,,"Otto Matic",20344076,"344076 (1998 HJ3)",2460600.5,0.7463,1.985,223.55,94.19,137.52,1.02e+03,6.56
,,,"Otto Matic",20348306,"348306 (2005 AY28)",2460600.5,0.5702,0.8726,117.47,155.97,328.78,298,5.88
,,,"Otto Matic",20348314,"348314 (2005 BC)",2460600.5,0.2781,1.19,292.45,84.20,123.73,474,30.12
,,2.4149,"Otto Matic",20348400,"348400 (2005 JF21)",2460600.5,0.5351,2.226,132.18,206.14,270.24,1.21e+03,10.84
0.496,0.343,2.433,"Otto Matic",20349068,"349068 (2006 YT13)",2460600.5,0.4258,1.323,116.69,105.45,205.04,556,38.24
,,,"Otto Matic",20349507,"349507 (2008 QY)",2460600.5,0.5817,1.168,1.91,254.90,338.34,461,13.56
,,,"Otto Matic",20350523,"350523 (2000 EA14)",2460600.5,0.2026,1.117,203.83,206.06,39.54,431,3.56
,,4.647,Giorgini,20350751,"350751 (2002 AW)",2460600.5,0.2567,1.072,161.76,119.33,42.35,405,0.57
,,,"Otto Matic",20352102,"352102 (2007 AG12)",2460600.5,0.6565,2.09,305.39,68.23,354.95,1.1e+03,41.97
,,4.4,"Otto Matic",20354182,"354182 (2002 DU3)",2460600.5,0.2383,1.145,0.61,245.59,102.40,448,8.71
,,,"Otto Matic",20356991,"356991 (1998 QA1)",2460600.5,0.5339,2.102,298.85,333.15,223.83,1.11e+03,8.19
0.432,0.217,,"Otto Matic",20357022,"357022 (1999 YG3)",2460600.5,0.3295,1.285,293.25,250.24,318.54,532,34.52
0.255,0.430,4.2477,"Otto Matic",20357024,"357024 (1999 YR14)",2460600.5,0.4000,1.651,2.98,9.70,285.74,775,3.73
,,,"Otto Matic",20357028,"357028 (2000 EJ26)",2460600.5,0.6147,1.383,10.48,285.90,347.63,594,9.23
,,2.6205,"Otto Matic",20357439,"357439 (2004 BL86)",2460600.5,0.4025,1.502,126.65,311.51,120.93,673,23.78
,,,"Otto Matic",20357594,"357594 (2004 XL35)",2460600.5,0.2784,1.355,73.75,356.21,210.77,576,27.30
,,3.925,"Otto Matic",20357622,"357622 (2005 EY95)",2460600.5,0.5384,1.084,72.86,342.14,197.54,412,3.17
,,,"Otto Matic",20358471,"358471 (2007 NS4)",2460600.5,0.5972,1.875,10.96,47.58,213.25,938,5.78
,,,"Otto Matic",20358744,"358744 (2008 CR118)",2460600.5,0.5118,1.842,121.42,157.22,180.30,913,3.92
,,,"Otto Matic",20359170,"359170 (2009 CN5)",2460600.5,0.4655,1.545,349.71,53.25,97.78,701,11.91
,,,"Otto Matic",20359369,"359369 (2009 YG)",2460600.5,0.6960,2.15,138.62,67.77,237.63,1.15e+03,3.38
0.4,,,"Otto Matic",20360191,"360191 (1988 TA)",2460600.5,0.4786,1.54,194.65,105.26,329.39,698,2.53
,,,"Otto Matic",20361754,"361754 (2007 YV29)",2460600.5,0.3568,1.373,59.30,321.87,201.77,588,21.88
0.558,0.099,,"Otto Matic",20363024,"363024 (1998 OK1)",2460600.5,0.4293,1.356,109.64,298.64,160.98,577,13.99
0.578,0.059,3,"Otto Matic",20363027,"363027 (1998 ST27)",2460600.5,0.5298,0.8198,197.52,322.43,277.29,271,21.06
,0.110,5.12,"Otto Matic",20363067,"363067 (2000 CO101)",2460600.5,0.0901,1.076,353.03,64.95,125.28,408,15.32
,,14.96,"Otto Matic",20363084,"363084 (2000 RD53)",2460600.5,0.4278,1.787,175.95,192.84,24.39,872,9.28
,,,"Otto Matic",20363116,"363116 (2001 GQ2)",2460600.5,0.5030,1.214,37.11,280.30,153.15,489,21.82
,,0.9067,"Otto Matic",20363305,"363305 (2002 NV16)",2460600.5,0.2208,1.239,183.26,179.24,12.50,504,3.50
,,,"Otto Matic",20363344,"363344 (2002 QC7)",2460600.5,0.1960,1.169,336.01,184.47,354.54,462,26.80
1.876,0.029,29.6,"Otto Matic",20363505,"363505 (2003 UC20)",2460600.5,0.3369,0.7812,187.93,60.16,266.87,252,3.78
0.152,0.306,7.021,"Otto Matic",20363599,"363599 (2004 FG11)",2460600.5,0.7236,1.587,83.45,228.81,69.50,730,3.14
,,,"Otto Matic",20363734,"363734 (2004 XN50)",2460600.5,0.7782,1.681,62.40,253.41,55.37,796,3.31
,,,"Otto Matic",20363790,"363790 (2005 JE46)",2460600.5,0.5523,1.903,238.33,114.77,90.46,959,8.27
0.371,0.268,,"Otto Matic",20363831,"363831 (2005 PY16)",2460600.5,0.5250,1.976,159.31,193.53,327.45,1.01e+03,6.41
,,,"Otto Matic",20364136,"364136 (2006 CJ)",2460600.5,0.7548,0.6766,303.22,29.67,28.55,203,10.22
,,,"Otto Matic",20365014,"365014 (2008 OX2)",2460600.5,0.6019,1.048,220.11,252.03,293.32,392,6.65
0.674,0.246,,"Otto Matic",20365071,"365071 (2009 AV)",2460600.5,0.0739,1.03,150.73,322.13,79.79,382,45.87
0.212,0.075,,"Otto Matic",20365424,"365424 (2010 KX7)",2460600.5,0.1709,0.9893,46.46,61.93,331.91,359,21.49
,,,"Otto Matic",20366746,"366746 (2004 LJ)",2460600.5,0.4614,1.087,246.69,256.10,52.20,414,18.28
0.859,0.199,,"Otto Matic",20366774,"366774 (2004 TB18)",2460600.5,0.4507,1.815,120.98,13.18,10.58,893,13.20
0.386,0.119,5.286,"Otto Matic",20367248,"367248 (2007 MK13)",2460600.5,0.1397,1.025,95.08,259.97,185.35,379,19.88
,,9.4357,"Otto Matic",20367789,"367789 (2011 AG5)",2460600.5,0.3882,1.424,135.59,54.05,336.11,621,3.69
,,,"Otto Matic",20368203,"368203 (2001 KO2)",2460600.5,0.6177,2.479,242.30,328.84,339.25,1.43e+03,12.46
,,,"Otto Matic",20368565,"368565 (2004 FE5)",2460600.5,0.6005,1.245,189.40,243.47,337.80,508,18.30
,,,"Otto Matic",20369057,"369057 (2008 DK5)",2460600.5,0.6151,1.555,345.62,81.00,237.26,708,4.27
1.515,0.232,,"Otto Matic",20369264,"369264 (2009 MS)",2460600.5,0.5700,2.005,252.05,219.54,269.44,1.04e+03,52.38
0.230,0.160,,"Otto Matic",20371660,"371660 (2007 CN26)",2460600.5,0.2693,1.292,159.27,135.69,231.68,537,7.59
1.050,0.025,,"Otto Matic",20373135,"373135 (2011 SD173)",2460600.5,0.4974,1.653,203.12,59.49,122.83,776,4.39
,,2.52,"Otto Matic",20374038,"374038 (2004 HW)",2460600.5,0.6353,2.691,219.87,62.78,223.39,1.61e+03,0.83
,,38,"Otto Matic",20374158,"374158 (2004 UL)",2460600.5,0.9266,1.266,39.47,149.68,319.04,521,23.85
,,2.425,"Otto Matic",20374851,"374851 (2006 VV2)",2460600.5,0.6054,2.387,9.82,145.04,280.26,1.35e+03,23.73
,,,"Otto Matic",20374855,"374855 (2006 VQ13)",2460600.5,0.4458,1.099,233.68,73.80,251.14,421,16.70
,,,"Otto Matic",20375054,"375054 (2007 PF6)",2460600.5,0.4164,1.298,316.33,251.27,279.71,540,25.60
,,,"Otto Matic",20375103,"375103 (2007 TD71)",2460600.5,0.2799,1.286,49.58,220.75,308.16,533,49.75
,,36,"Otto Matic",20377097,"377097 (2002 WQ4)",2460600.5,0.5564,1.958,266.87,244.62,320.91,1e+03,3.94
0.986,0.288,42.89,"Otto Matic",20377732,"377732 (2005 XJ8)",2460600.5,0.6204,1.931,115.79,67.46,337.57,980,23.56
