"diameter","albedo","rot_per","producer","spkid","full_name","epoch","e","a","om","w","ma","per","i"
0.537,0.386,,"Otto Matic",20455299,"455299 (2002 EL6)",2460600.5,0.5779,2.304,84.87,186.71,145.71,1.28e+03,9.53
,,,"Otto Matic",20455687,"455687 (2005 EK94)",2460600.5,0.4805,1.978,103.00,154.96,345.29,1.02e+03,14.19
,,,"Otto Matic",20456938,"456938 (2007 YV56)",2460600.5,0.6221,1.576,102.36,265.75,203.84,723,6.24
,,,"Otto Matic",20457662,"457662 (2009 DZ)",2460600.5,0.3021,1.453,151.44,335.89,349.33,640,14.11
,,,"Otto Matic",20457768,"457768 (2009 KN4)",2460600.5,0.5247,1.941,308.21,38.35,219.58,988,9.14
,,,"Otto Matic",20458116,"458116 (2010 DA)",2460600.5,0.5657,1.03,162.31,122.24,285.48,382,20.54
,,,"Otto Matic",20458122,"458122 (2010 EW45)",2460600.5,0.6690,2.067,232.92,135.58,353.60,1.09e+03,2.12
,,,"Otto Matic",20458418,"458418 (2011 AM12)",2460600.5,0.5377,1.854,124.76,237.74,199.81,922,38.50
1.102,0.159,,"Otto Matic",20458436,"458436 (2011 AL52)",2460600.5,0.6363,2.802,272.70,171.76,325.38,1.71e+03,13.44
,,,"Otto Matic",20458723,"458723 (2011 KQ12)",2460600.5,0.5030,1.811,83.61,142.91,174.35,890,19.29
0.269,0.322,,"Otto Matic",20459683,"459683 (2013 MY5)",2460600.5,0.4532,1.662,102.88,279.04,61.87,783,3.00
,,2.25,"Otto Matic",20461852,"461852 (2006 GY2)",2460600.5,0.4959,1.858,54.29,216.73,87.41,925,30.56
0.227,0.197,6.0555,"Otto Matic",20462238,"462238 (2008 CN1)",2460600.5,0.3477,0.7707,331.46,7.26,26.27,247,7.22
,,,"Otto Matic",20462550,"462550 (2009 CB3)",2460600.5,0.7237,1.065,158.73,229.52,148.11,401,21.50
,,10.29,"Otto Matic",20462959,"462959 (2011 DU)",2460600.5,0.3178,1.172,176.87,120.20,164.01,463,2.95
,,,"Otto Matic",20463387,"463387 (2013 CT82)",2460600.5,0.6248,2.085,271.38,90.54,30.03,1.1e+03,1.80
,,,"Otto Matic",20465617,"465617 (2009 EK1)",2460600.5,0.2290,1.241,358.38,21.87,230.00,505,9.12
,,,"Otto Matic",20465633,"465633 (2009 JR5)",2460600.5,0.3514,1.252,128.18,309.95,139.11,512,3.95
,,,"Otto Matic",20465824,"465824 (2010 FR)",2460600.5,0.3654,1.131,167.27,272.73,98.40,440,14.24
0.150,0.285,,"Otto Matic",20465826,"465826 (2010 GA24)",2460600.5,0.5468,2.097,30.66,237.57,261.43,1.11e+03,7.68
,,,"Otto Matic",20465892,"465892 (2010 UT7)",2460600.5,0.6605,1.584,65.75,277.34,28.06,728,25.43
,,,"Otto Matic",20466130,"466130 (2012 FZ23)",2460600.5,0.6104,2.483,179.33,358.13,71.08,1.43e+03,75.62
,,6.82,"Otto Matic",20466508,"466508 (2014 GY48)",2460600.5,0.4187,1.61,37.62,212.80,29.81,746,39.63
,,10.773,"Otto Matic",20467309,"467309 (1996 AW1)",2460600.5,0.5181,1.534,117.51,229.45,90.28,694,4.77
,,71.57,"Otto Matic",20467317,"467317 (2000 QW7)",2460600.5,0.4687,1.949,158.55,190.99,314.00,994,4.15
,,21.8,"Otto Matic",20467336,"467336 (2002 LT38)",2460600.5,0.3137,0.8452,259.27,162.78,120.77,284,6.18
,,6.48,"Otto Matic",20467351,"467351 (2003 KO2)",2460600.5,0.5108,0.7277,215.47,204.04,351.18,227,23.49
,,13.98,Giorgini,20467460,"467460 (2006 JF42)",2460600.5,0.5819,0.6715,40.83,17.80,307.85,201,5.94
,,,"Otto Matic",20468005,"468005 (2012 XD112)",2460600.5,0.3658,1.323,97.77,76.79,234.88,556,3.72
0.197,0.072,,"Otto Matic",20468468,"468468 (2004 KH17)",2460600.5,0.4982,0.7121,79.12,340.72,176.08,220,22.13
0.308,0.108,,"Otto Matic",20468727,"468727 (2010 JE87)",2460600.5,0.4370,0.9042,120.47,242.31,194.33,314,16.91
,,2.953,"Otto Matic",20468910,"468910 (2014 KQ76)",2460600.5,0.4233,1.007,127.63,325.15,232.41,369,4.77
,,2.582,"Otto Matic",20469896,"469896 (2005 WC1)",2460600.5,0.4865,1.401,264.94,256.82,102.44,605,19.98
,,,"Otto Matic",20470310,"470310 (2007 LB15)",2460600.5,0.3952,0.9383,262.77,237.36,128.01,332,25.19
,,0.109138,"Otto Matic",20471240,"471240 (2011 BT15)",2460600.5,0.3024,1.293,105.35,308.81,147.30,537,1.66
1.451,0.044,4.828,"Otto Matic",20471241,"471241 (2011 BX18)",2460600.5,0.7312,2.872,310.56,304.22,253.95,1.78e+03,14.62
,,,"Otto Matic",20471323,"471323 (2011 KW15)",2460600.5,0.4938,1.17,283.35,97.52,143.20,462,23.66
,,,"Otto Matic",20471926,"471926 Jormungandr (2013 KN6)",2460600.5,0.8508,1.466,229.42,232.53,183.06,648,23.54
,,10.092,"Otto Matic",20474158,"474158 (1999 FA)",2460600.5,0.1327,1.078,166.08,296.99,5.21,409,12.03
,,1.38,"Otto Matic",20474163,"474163 (1999 SO5)",2460600.5,0.0653,1.086,196.06,359.70,214.77,413,13.37
,,65,"Otto Matic",20474231,"474231 (2001 HZ7)",2460600.5,0.4983,1.47,156.28,312.87,112.39,651,5.43
,,,"Otto Matic",20475534,"475534 (2006 TS7)",2460600.5,0.5803,0.9467,225.14,300.05,111.86,336,5.50
,,,"Otto Matic",20476601,"476601 (2008 SE85)",2460600.5,0.5251,1.626,177.42,294.90,228.98,757,29.61
,,28,"Otto Matic",20477162,"477162 (2009 ES)",2460600.5,0.3293,1.436,343.71,311.18,280.63,629,30.33
,,,"Otto Matic",20477465,"477465 (2009 XZ1)",2460600.5,0.5339,0.8557,81.97,153.01,149.53,289,8.16
0.321,0.327,,"Otto Matic",20477519,"477519 (2010 DJ56)",2460600.5,0.2453,1.25,149.91,309.28,231.65,510,34.84
,,,"Otto Matic",20478574,"478574 (2012 TS78)",2460600.5,0.3818,1.608,8.27,196.78,123.69,745,32.67
,,,"Otto Matic",20480808,"480808 (1994 XL1)",2460600.5,0.5262,0.6709,252.65,356.58,319.43,201,28.17
,,,"Otto Matic",20480820,"480820 (1998 VF32)",2460600.5,0.4438,0.8508,236.25,320.96,264.19,287,23.75
,,,"Otto Matic",20480822,"480822 (1998 YM4)",2460600.5,0.7196,1.477,341.75,344.56,176.01,655,3.43
,,,"Otto Matic",20480858,"480858 (2001 PT9)",2460600.5,0.4552,1.468,329.97,261.65,51.99,650,7.18
,,,"Otto Matic",20480883,"480883 (2001 YE4)",2460600.5,0.5404,0.6769,305.32,318.98,205.22,203,4.85
0.537,0.056,6.74,"Otto Matic",20480936,"480936 (2003 QH5)",2460600.5,0.2202,1.26,299.21,321.16,27.81,516,17.62
,,11.4876,"Otto Matic",20481394,"481394 (2006 SF6)",2460600.5,0.2805,0.9501,227.96,305.58,21.90,338,5.84
,,3.7,"Otto Matic",20481457,"481457 (2006 XD2)",2460600.5,0.4251,1.267,65.59,109.53,136.97,521,3.56
,,,"Otto Matic",20481482,"481482 (2007 CA19)",2460600.5,0.8215,2.808,169.92,102.60,256.19,1.72e+03,9.60
,,2.603,"Otto Matic",20481532,"481532 (2007 LE)",2460600.5,0.5157,1.839,73.62,120.28,4.16,911,29.55
,,,"Otto Matic",20481817,"481817 (2008 UL90)",2460600.5,0.3799,0.695,81.13,183.67,2.40,212,24.31
,,0.103154,"Otto Matic",20482250,"482250 (2011 LL2)",2460600.5,0.0965,1.134,68.23,163.63,38.75,441,24.68
,,,"Otto Matic",20482344,"482344 (2011 WL15)",2460600.5,0.2819,1.352,72.91,170.72,234.60,574,18.39
,,,"Otto Matic",20482467,"482467 (2012 LK9)",2460600.5,0.6197,2.512,61.84,314.59,350.14,1.45e+03,10.14
,,,"Otto Matic",20482488,"482488 (2012 SW20)",2460600.5,0.6785,2.462,209.59,62.39,63.97,1.41e+03,10.16
,,4.69,"Otto Matic",20482650,"482650 (2013 BK18)",2460600.5,0.4947,1.626,137.69,64.68,217.81,758,28.88
,,,"Otto Matic",20482766,"482766 (2013 GF69)",2460600.5,0.4976,1.967,174.89,153.19,357.04,1.01e+03,10.01
,,14.5,"Otto Matic",20482796,"482796 (2013 QJ10)",2460600.5,0.4251,0.9592,327.43,243.87,31.68,343,18.15
,,,"Otto Matic",20482798,"482798 (2013 QK48)",2460600.5,0.8298,1.586,141.41,47.18,269.75,729,18.97
,,3.623,"Otto Matic",20483422,"483422 (2000 CE59)",2460600.5,0.1668,1.138,318.62,307.53,16.23,443,12.26
,,,"Otto Matic",20483423,"483423 (2000 DO1)",2460600.5,0.6818,1.43,335.78,302.82,110.43,625,3.46
,,,"Otto Matic",20483432,"483432 (2001 DF47)",2460600.5,0.3708,1.215,146.62,260.28,293.85,489,18.47
0.202,0.433,26.39,"Otto Matic",20483508,"483508 (2003 CR1)",2460600.5,0.4628,1.453,310.93,101.97,179.82,639,12.72
,,5.8124,"Otto Matic",20483560,"483560 (2004 BV1)",2460600.5,0.3673,1.463,96.74,223.28,16.85,646,12.16
,,,"Otto Matic",20483989,"483989 (2006 CY10)",2460600.5,0.4841,1.96,32.50,167.39,274.89,1e+03,6.77
0.452,0.125,3.6342,"Otto Matic",20484402,"484402 (2007 XH16)",2460600.5,0.2348,1.187,91.27,58.32,323.00,472,27.43
,,,"Otto Matic",20484506,"484506 (2008 ER7)",2460600.5,0.6241,1.486,323.41,81.04,117.92,662,2.24
,,,"Otto Matic",20484517,"484517 (2008 EC69)",2460600.5,0.6194,2.752,93.22,178.15,208.03,1.67e+03,24.84
,,4.123,"Otto Matic",20484976,"484976 (2009 UN3)",2460600.5,0.5756,2.328,141.96,338.75,54.94,1.3e+03,37.43
,,4.609,"Otto Matic",20485652,"485652 (2011 WO41)",2460600.5,0.7292,3.024,111.08,126.39,150.80,1.92e+03,20.14
,,,"Otto Matic",20487577,"487577 (2014 YQ15)",2460600.5,0.2358,0.9638,81.83,252.34,230.94,346,10.92
,,2.7365,"Otto Matic",20488453,"488453 (1994 XD)",2460600.5,0.7337,2.344,96.02,249.55,122.74,1.31e+03,4.33
,,,"Otto Matic",20488490,"488490 (2000 AF205)",2460600.5,0.2770,1.035,219.90,127.51,292.48,384,2.41
,,0.4777,"Otto Matic",20488515,"488515 (2001 FE90)",2460600.5,0.4952,1.935,98.38,145.42,256.64,983,8.81
1.039,0.038,,"Otto Matic",20488789,"488789 (2004 XK50)",2460600.5,0.6886,1.451,94.05,104.02,88.88,638,38.23
,,3.497,"Otto Matic",20489486,"489486 (2007 GS3)",2460600.5,0.1291,1.061,215.39,61.07,306.17,399,15.09
,,,"Otto Matic",20490354,"490354 (2009 FF19)",2460600.5,0.4092,1.213,84.88,244.81,127.29,488,0.56
0.237,0.314,19.304,"Otto Matic",20490581,"490581 (2009 WZ104)",2460600.5,0.1927,0.8553,263.25,10.56,71.51,289,9.84
,,4.44,"Otto Matic",20494658,"494658 (2000 UG11)",2460600.5,0.5718,1.929,223.91,240.87,322.34,979,8.91
,,,"Otto Matic",20494690,"494690 (2004 JQ1)",2460600.5,0.4500,1.193,77.05,272.66,168.24,476,32.83
,,,"Otto Matic",20494697,"494697 (2004 SW55)",2460600.5,0.3340,1.428,75.12,352.85,241.22,623,8.79
,,,"Otto Matic",20494710,"494710 (2005 MO13)",2460600.5,0.4108,0.8636,176.57,250.22,251.77,293,6.32
,,8.0364,"Otto Matic",20494975,"494975 (2009 WO106)",2460600.5,0.3853,1.374,281.69,134.68,105.64,588,17.35
,,30.2,"Otto Matic",20494999,"494999 (2010 JU39)",2460600.5,0.5461,0.9191,95.16,311.38,294.11,322,36.22
,,,"Otto Matic",20495187,"495187 (2012 VO76)",2460600.5,0.2150,1.204,229.47,297.36,272.72,483,36.95
,,,"Otto Matic",20496005,"496005 (2007 XJ16)",2460600.5,0.5563,2.258,309.06,32.99,32.92,1.24e+03,6.23
,,,"Otto Matic",20496013,"496013 (2008 EL6)",2460600.5,0.4810,1.728,177.66,38.41,93.80,830,13.14
0.3,,6.98,"Otto Matic",20496816,"496816 (1989 UP)",2460600.5,0.4722,1.862,53.16,17.82,256.52,928,3.85
0.4,,14.533,"Otto Matic",20496817,"496817 (1989 VB)",2460600.5,0.4601,1.862,37.85,330.92,278.40,928,2.18
,,,"Otto Matic",20496860,"496860 (1999 XL136)",2460600.5,0.6465,1.819,269.97,275.47,28.38,896,8.91
,,,"Otto Matic",20496901,"496901 (2001 HB)",2460600.5,0.6940,1.314,195.82,238.00,260.14,550,9.28
,,,"Otto Matic",20497117,"497117 (2004 FU4)",2460600.5,0.2639,1.26,31.56,46.31,296.47,517,23.25
0.461,0.044,,"Otto Matic",20499582,"499582 (2010 TH19)",2460600.5,0.3101,1.464,254.20,201.50,277.30,647,6.83
,,10.105,"Otto Matic",20500080,"500080 (2011 WV134)",2460600.5,0.6753,2.795,157.64,25.90,250.63,1.71e+03,6.02
,,,"Otto Matic",20503861,"503861 (1998 WZ1)",2460600.5,0.5566,2.163,344.84,137.37,35.72,1.16e+03,4.31
0.260,0.376,18.25,"Otto Matic",20503941,"503941 (2003 UV11)",2460600.5,0.7626,1.453,31.78,124.95,324.10,640,5.93
,,,Giorgini,20504034,"504034 (2005 UJ159)",2460600.5,0.8317,3.343,80.25,95.79,26.44,2.23e+03,35.61
,,,"Otto Matic",20504256,"504256 (2006 VD13)",2460600.5,0.4837,1.948,313.94,162.89,185.93,993,11.71
,,,"Otto Matic",20504680,"504680 (2009 EO2)",2460600.5,0.4807,1.712,264.63,220.60,2.81,818,11.48
0.380,0.032,,"Otto Matic",20504800,"504800 (2010 CO1)",2460600.5,0.2179,1.013,351.56,252.71,78.84,372,24.02
,,,"Otto Matic",20505178,"505178 (2012 TV78)",2460600.5,0.5488,1.816,251.75,244.94,268.57,894,7.47
0.971,0.068,8.71,"Otto Matic",20505657,"505657 (2014 SR339)",2460600.5,0.3038,1.299,138.74,299.64,217.16,541,29.79
0.665,0.110,,"Otto Matic",20506074,"506074 Svarog (2015 UM67)",2460600.5,0.6874,1.558,150.02,132.27,247.70,710,6.01
,,,"Otto Matic",20506491,"506491 (2003 UW29)",2460600.5,0.8386,1.17,196.48,55.27,255.96,462,3.76
,,,"Otto Matic",20506732,"506732 (2006 VW2)",2460600.5,0.2944,1.236,229.77,299.68,290.05,502,10.05
,,,"Otto Matic",20506859,"506859 (2007 VW137)",2460600.5,0.7348,2.236,297.40,247.48,351.64,1.22e+03,5.83
,,,"Otto Matic",20507716,"507716 (2013 UP8)",2460600.5,0.6191,2.535,55.16,187.36,318.58,1.47e+03,47.83
,,,"Otto Matic",20508774,"508774 (1999 JE1)",2460600.5,0.7017,1.323,53.06,302.74,214.12,556,20.91
,,,"Otto Matic",20508908,"508908 (2003 YX1)",2460600.5,0.2670,0.8797,89.62,223.14,197.32,301,5.76
,,,"Otto Matic",20508967,"508967 (2004 VC17)",2460600.5,0.8109,1.895,229.17,65.16,247.56,953,20.40
,,,"Otto Matic",20509191,"509191 (2006 OC5)",2460600.5,0.6521,2.402,149.09,245.80,305.36,1.36e+03,4.74
,,,"Otto Matic",20509352,"509352 (2007 AG)",2460600.5,0.3741,0.7206,283.22,5.71,192.55,223,11.95
,,,"Otto Matic",20509456,"509456 (2007 LF)",2460600.5,0.4198,1.682,239.39,333.92,359.45,797,6.99
,,,"Otto Matic",20509821,"509821 (2008 WQ63)",2460600.5,0.6071,1.734,317.08,229.02,308.58,834,0.92
,,9.0913,"Otto Matic",20509935,"509935 (2009 QL8)",2460600.5,0.5409,1.931,84.47,339.66,202.68,980,4.24
0.200,0.094,,"Otto Matic",20510055,"510055 (2010 FH81)",2460600.5,0.2105,1.226,84.60,158.31,223.80,496,16.80
,,,"Otto Matic",20510529,"510529 (2012 EY11)",2460600.5,0.1508,1.148,167.58,238.88,185.06,450,9.02
1.647,0.028,,"Otto Matic",20511008,"511008 (2013 PX6)",2460600.5,0.6515,2.597,187.37,229.70,225.56,1.53e+03,13.66
0.315,0.093,5.6713,"Otto Matic",20511684,"511684 (2015 BN509)",2460600.5,0.5685,1.007,120.08,143.20,166.20,369,4.15
,,,"Otto Matic",20512234,"512234 (2015 VO66)",2460600.5,0.6000,0.9522,64.46,219.30,291.01,339,14.02
,,,"Otto Matic",20513126,"513126 (1998 QP)",2460600.5,0.5826,1.786,326.43,78.46,325.88,872,9.35
,,,"Otto Matic",20513171,"513171 (2004 MD6)",2460600.5,0.5630,0.9509,263.84,231.46,47.22,339,29.32
,,,"Otto Matic",20513312,"513312 (2007 DM41)",2460600.5,0.5278,1.181,1.70,274.49,211.78,469,2.26
,,,"Otto Matic",20513489,"513489 (2009 EV)",2460600.5,0.5235,1.728,138.55,250.28,25.45,830,17.00
,,,"Otto Matic",20514150,"514150 (2015 KJ57)",2460600.5,0.4039,1.559,14.40,336.45,239.72,711,2.63
,,,"Otto Matic",20514568,"514568 (1994 RC)",2460600.5,0.6036,2.264,344.25,286.54,313.52,1.24e+03,4.76
,,8.6763,"Otto Matic",20514596,"514596 (2003 FG)",2460600.5,0.7150,1.241,6.98,312.92,166.36,505,15.66
,,0.9801,"Otto Matic",20515767,"515767 (2015 JA2)",2460600.5,0.3491,1.034,126.60,246.26,233.79,384,16.42
,,11.181,"Otto Matic",20516154,"516154 (2016 CL32)",2460600.5,0.4601,1.543,123.49,292.95,214.31,700,12.21
,,,"Otto Matic",20516155,"516155 (2016 DP)",2460600.5,0.4771,1.023,54.36,254.01,32.94,378,13.33
,,8.038,"Otto Matic",20517103,"517103 (2013 EM20)",2460600.5,0.3179,1.371,73.88,350.16,157.18,587,8.36
,,33.558,"Otto Matic",20517681,"517681 (2015 DE198)",2460600.5,0.5832,2.063,33.23,218.11,50.47,1.08e+03,12.26
,,5.789,"Otto Matic",20518640,"518640 (2008 KZ5)",2460600.5,0.4545,1.844,142.55,194.42,160.69,914,8.36
,,6.36,"Otto Matic",20518678,"518678 (2008 UZ94)",2460600.5,0.5725,2.191,248.22,159.72,322.94,1.18e+03,30.25
0.083,0.448,,"Otto Matic",20518810,"518810 (2010 CF19)",2460600.5,0.2700,1.193,154.71,265.31,142.87,476,7.18
,,,"Otto Matic",20518847,"518847 (2010 DM)",2460600.5,0.8399,2.081,140.75,221.04,8.79,1.1e+03,5.00
,,3.2905,"Otto Matic",20522684,"522684 (2016 JP)",2460600.5,0.3836,0.9939,202.55,255.63,264.69,362,11.33
1.851,0.047,,"Otto Matic",20523589,"523589 (2001 HA4)",2460600.5,0.7934,2.69,354.01,95.66,134.96,1.61e+03,17.18
,,,"Otto Matic",20523598,"523598 (2003 ED50)",2460600.5,0.5470,1.416,173.48,94.01,258.77,616,33.72
,,,"Otto Matic",20523606,"523606 (2005 CJ)",2460600.5,0.5256,1.75,357.82,81.99,203.33,845,1.08
,,1.42,"Otto Matic",20523609,"523609 (2005 PJ2)",2460600.5,0.6594,1.198,326.43,128.89,169.53,479,17.42
,,,"Otto Matic",20523623,"523623 (2008 CB22)",2460600.5,0.6533,2.365,51.17,33.42,227.64,1.33e+03,7.27
,,,"Otto Matic",20523630,"523630 (2009 OG)",2460600.5,0.8586,2.706,309.33,114.20,137.74,1.63e+03,48.39
,,,"Otto Matic",20523650,"523650 (2011 GQ61)",2460600.5,0.4121,1.59,333.51,155.09,279.23,732,65.16
,,10.07,"Otto Matic",20523654,"523654 (2011 SR5)",2460600.5,0.7057,1.178,180.10,305.55,36.93,467,29.13
,,,"Otto Matic",20523656,"523656 (2011 WO4)",2460600.5,0.4977,1.738,225.18,235.99,206.67,837,60.94
,,,"Otto Matic",20523662,"523662 (2012 MU2)",2460600.5,0.5138,2.055,250.30,16.60,64.04,1.08e+03,11.22
0.346,0.536,12.63,"Otto Matic",20523664,"523664 (2012 OD1)",2460600.5,0.5029,0.8288,303.73,224.36,191.12,276,42.26
,,,"Otto Matic",20523685,"523685 (2014 DN112)",2460600.5,0.4939,1.848,260.18,145.91,143.77,918,4.30
,,,"Otto Matic",20523732,"523732 (2014 PG51)",2460600.5,0.4528,1.206,275.74,294.16,311.74,484,3.79
0.279,0.569,3.277,"Otto Matic",20523775,"523775 (2014 YB35)",2460600.5,0.4833,1.877,3.72,188.64,256.67,939,12.64
,,3.0917,"Otto Matic",20523788,"523788 (2015 FP118)",2460600.5,0.5497,2.121,201.34,108.16,1.51,1.13e+03,2.68
,,,"Otto Matic",20523804,"523804 (2000 YF29)",2460600.5,0.3713,1.492,124.74,28.10,355.90,666,6.30
,,,"Otto Matic",20523808,"523808 (2007 ML24)",2460600.5,0.3584,0.7588,281.87,201.50,287.12,241,33.43
,,,"Otto Matic",20523813,"523813 (2008 VB1)",2460600.5,0.2751,1.278,50.35,136.98,264.03,528,10.32
,,,"Otto Matic",20523814,"523814 (2008 WN2)",2460600.5,0.3118,1.418,227.09,283.40,95.98,617,3.75
0.851,0.141,,"Otto Matic",20523816,"523816 (2009 ST103)",2460600.5,0.7184,2.701,226.45,234.66,126.30,1.62e+03,15.74
,,,"Otto Matic",20523818,"523818 (2010 SH13)",2460600.5,0.1370,1.206,190.58,11.02,13.99,484,13.86
,,,"Otto Matic",20523820,"523820 (2011 GN44)",2460600.5,0.5976,2.245,16.93,319.39,307.31,1.23e+03,55.01
,,,"Otto Matic",20523934,"523934 (1998 FF14)",2460600.5,0.3123,1.253,359.83,301.12,251.74,512,38.69
,,,"Otto Matic",20523950,"523950 (1998 SZ27)",2460600.5,0.5068,0.9051,166.68,47.73,182.41,315,23.64
,,,"Otto Matic",20524475,"524475 (2002 KJ4)",2460600.5,0.5570,2.271,75.52,155.48,207.24,1.25e+03,27.92
,,13.5,"Otto Matic",20524522,"524522 Zoozve (2002 VE68)",2460600.5,0.4102,0.7236,231.47,355.41,48.01,225,9.04
,,37.7,"Otto Matic",20524594,"524594 (2003 NW1)",2460600.5,0.6432,2.424,265.02,118.89,207.85,1.38e+03,6.16
,,,"Otto Matic",20525229,"525229 (2004 UU1)",2460600.5,0.2732,1.226,217.76,113.63,295.27,496,29.97
,,,"Otto Matic",20525231,"525231 (2004 VB)",2460600.5,0.4090,1.459,52.35,71.61,77.99,644,10.86
,,,"Otto Matic",20525268,"525268 (2004 XL14)",2460600.5,0.4104,0.7595,85.60,157.59,202.64,242,21.46
,,,"Otto Matic",20525356,"525356 (2005 BG14)",2460600.5,0.7275,1.993,94.91,281.04,24.82,1.03e+03,21.68
,,,"Otto Matic",20525484,"525484 (2005 GL)",2460600.5,0.3063,1.056,43.61,265.35,278.68,397,15.90
,,,"Otto Matic",20526587,"526587 (2006 TB)",2460600.5,0.3245,1.562,169.30,180.99,93.49,713,27.57
,,,"Otto Matic",20526670,"526670 (2006 UL217)",2460600.5,0.3486,1.43,45.18,310.12,201.09,625,9.92
,,,"Otto Matic",20526878,"526878 (2007 FE)",2460600.5,0.4570,1.794,122.62,135.21,90.40,877,7.00
,,60.8,"Otto Matic",20527715,"527715 (2007 YQ56)",2460600.5,0.2881,1.141,276.00,273.09,213.19,445,26.45
,,10.68,"Otto Matic",20528159,"528159 (2008 HS3)",2460600.5,0.2255,1.35,227.69,5.04,166.33,573,8.17
,,,"Otto Matic",20528804,"528804 (2009 BJ58)",2460600.5,0.7127,1.849,131.14,85.94,61.52,919,13.02
,,,"Otto Matic",20529366,"529366 (2009 WM1)",2460600.5,0.1689,1.181,240.25,162.64,241.67,468,25.77
1.778,0.047,9.443,"Otto Matic",20529668,"529668 (2010 JL33)",2460600.5,0.7350,2.677,52.45,309.89,70.72,1.6e+03,5.38
0.363,0.178,,"Otto Matic",20529753,"529753 (2010 MF1)",2460600.5,0.5882,2.498,286.94,27.84,212.69,1.44e+03,9.10
,,,"Otto Matic",20529951,"529951 (2010 UD)",2460600.5,0.2640,1.098,23.74,262.26,130.20,420,26.29
,,,"Otto Matic",20530085,"530085 (2010 XC11)",2460600.5,0.8492,2.519,94.09,121.47,139.28,1.46e+03,9.12
,,1.291,"Otto Matic",20530520,"530520 (2011 LT17)",2460600.5,0.2874,1.1,83.45,270.62,146.20,421,20.90
,,5.357,"Otto Matic",20530974,"530974 (2012 BN11)",2460600.5,0.3950,1.457,153.71,69.77,39.68,643,4.36
,,,"Otto Matic",20531060,"531060 (2012 DJ61)",2460600.5,0.5153,0.9176,346.27,311.96,21.87,321,53.63
,,13.,"Otto Matic",20531277,"531277 (2012 MM11)",2460600.5,0.6479,2.113,245.42,124.24,341.40,1.12e+03,3.18
,,115,"Otto Matic",20531899,"531899 (2013 BE19)",2460600.5,0.2974,0.9113,309.26,311.97,65.21,318,31.01
,,,"Otto Matic",20531914,"531914 (2013 BW76)",2460600.5,0.5337,2.058,58.22,0.56,350.41,1.08e+03,40.36
,,,"Otto Matic",20531944,"531944 (2013 CU83)",2460600.5,0.1829,1.285,303.33,18.84,176.89,532,10.34
,,0.9139,"Otto Matic",20533011,"533011 (2014 AY28)",2460600.5,0.2826,1.425,169.57,22.73,71.50,622,5.71
,,,"Otto Matic",20533372,"533372 (2014 GG17)",2460600.5,0.3525,1.367,195.28,239.58,297.85,584,39.15
,,16.41,"Otto Matic",20533671,"533671 (2014 LJ21)",2460600.5,0.8956,2.889,126.58,302.90,51.35,1.79e+03,24.28
0.701,0.249,,"Otto Matic",20533722,"533722 (2014 NE52)",2460600.5,0.6585,2.385,54.52,337.61,256.99,1.35e+03,3.86
,,0.0926702,"Otto Matic",20535844,"535844 (2015 BY310)",2460600.5,0.4008,1.587,328.41,229.53,277.70,730,4.79
,,,"Otto Matic",20536531,"536531 (2015 DV215)",2460600.5,0.4027,1.538,13.92,41.37,73.05,697,13.20
,,16.31,"Otto Matic",20537395,"537395 (2015 LG2)",2460600.5,0.1817,1.26,133.11,188.91,179.81,516,21.29
0.654,0.079,,"Otto Matic",20538212,"538212 (2016 CA136)",2460600.5,0.7812,2.032,239.74,125.01,18.73,1.06e+03,1.26
,,,"Otto Matic",20539063,"539063 (2016 MK1)",2460600.5,0.7160,1.5,178.30,240.70,94.81,671,10.78
,,,"Otto Matic",20549948,"549948 (2011 WL2)",2460600.5,0.2834,1.078,212.91,88.85,275.83,409,14.13
,,,"Otto Matic",20551685,"551685 (2013 HT15)",2460600.5,0.4229,1.101,23.28,315.92,265.36,422,2.92
,,,"Otto Matic",20576763,"576763 (2012 UR136)",2460600.5,0.4607,1.916,87.51,202.78,238.36,969,6.06
,,,"Otto Matic",20585310,"585310 (2017 YZ1)",2460600.5,0.3351,1.328,277.70,298.49,99.80,559,20.87
,,,"Otto Matic",20605070,"605070 (2016 BT39)",2460600.5,0.5382,1.968,174.97,203.19,80.29,1.01e+03,8.96
,,,"Otto Matic",20606441,"606441 (2017 YT5)",2460600.5,0.4192,1.796,133.53,197.04,46.85,879,36.47
,,,"Otto Matic",20612012,"612012 (1983 LC)",2460600.5,0.7146,2.603,159.69,184.90,270.70,1.53e+03,1.56
,,7.572,"Otto Matic",20612050,"612050 (1997 GL3)",2460600.5,0.7844,2.27,194.34,262.58,23.62,1.25e+03,6.68
,,3.0697,"Otto Matic",20612098,"612098 (1999 RM45)",2460600.5,0.6446,1.684,162.63,88.91,215.47,798,10.89
,,3.2392,"Otto Matic",20612143,"612143 (2000 BO28)",2460600.5,0.6003,1.699,319.73,303.41,1.98,809,6.34
,,,"Otto Matic",20612227,"612227 (2001 QC34)",2460600.5,0.1876,1.129,271.45,215.47,332.57,438,6.24
,,,"Otto Matic",20612267,"612267 (2001 SG286)",2460600.5,0.3474,1.358,241.11,56.28,236.56,578,7.77
,,,"Otto Matic",20612326,"612326 (2002 CD14)",2460600.5,0.5793,1.779,127.60,141.32,149.31,867,2.89
,,,"Otto Matic",20612337,"612337 (2002 EY2)",2460600.5,0.4866,1.725,343.39,51.10,67.64,828,21.73
