"diameter","albedo","rot_per","producer","spkid","full_name","epoch","e","a","om","w","ma","per","i"
,,,"Otto Matic",3830508,"       (2018 SM)",2460600.5,0.4678,1.785,172.81,145.93,209.59,871,8.97
,,,"Otto Matic",3830509,"       (2018 SN)",2460600.5,0.3097,1.684,32.95,320.70,286.06,798,14.05
,,,"Otto Matic",3830848,"       (2018 SZ)",2460600.5,0.2225,1.424,162.10,218.37,196.04,621,18.05
,,,"Otto Matic",3830850,"       (2018 SA1)",2460600.5,0.5961,2.963,165.17,179.91,73.71,1.86e+03,30.17
,,,"Otto Matic",3830849,"       (2018 SB1)",2460600.5,0.3207,1.537,254.23,144.08,48.61,696,4.94
,,,"Otto Matic",3830847,"       (2018 SC1)",2460600.5,0.5576,2.294,175.57,177.53,270.68,1.27e+03,5.32
,,,"Otto Matic",3830851,"       (2018 SD1)",2460600.5,0.4335,1.097,177.25,70.21,162.36,419,18.06
,,,"Otto Matic",3830858,"       (2018 SJ1)",2460600.5,0.2558,1.236,175.49,232.87,120.55,502,26.62
,,,"Otto Matic",3830856,"       (2018 SK1)",2460600.5,0.2919,1.599,5.71,25.40,342.75,739,19.56
,,,"Otto Matic",3830859,"       (2018 SL1)",2460600.5,0.1615,1.217,354.11,16.55,180.61,490,15.86
,,,"Otto Matic",3830857,"       (2018 SM1)",2460600.5,0.3806,1.621,200.82,174.64,331.43,754,2.91
,,,"Otto Matic",3830865,"       (2018 SP1)",2460600.5,0.5969,1.761,164.69,286.02,189.42,853,3.71
,,,"Otto Matic",3830866,"       (2018 SQ1)",2458383.5,0.6671,2.088,176.75,103.79,15.50,1.1e+03,5.72
,,,"Otto Matic",3830869,"       (2018 SR1)",2460600.5,0.5804,2.491,358.77,3.13,194.89,1.44e+03,21.52
,,,"Otto Matic",3830870,"       (2018 SS1)",2460600.5,0.3321,1.515,183.78,166.86,94.97,681,24.35
,,,"Otto Matic",3830871,"       (2018 ST1)",2460600.5,0.6288,2.437,189.01,214.45,206.11,1.39e+03,3.68
,,,"Otto Matic",3830872,"       (2018 SA2)",2460600.5,0.5221,2.23,331.52,11.31,300.19,1.22e+03,8.83
,,,"Otto Matic",3830873,"       (2018 SB2)",2458385.5,0.7220,1.321,355.12,239.98,35.91,554,2.17
,,,"Otto Matic",3830882,"       (2018 SD2)",2460600.5,0.1113,0.9302,1.78,138.19,142.74,328,3.68
,,,"Otto Matic",3830881,"       (2018 SE2)",2460600.5,0.1986,1.107,5.35,76.67,14.99,425,19.92
,,,"Otto Matic",3830883,"       (2018 SF2)",2460600.5,0.6236,1.826,355.26,90.68,142.29,901,2.59
,,,"Otto Matic",3830885,"       (2018 SM2)",2460600.5,0.6061,2.327,209.69,199.39,244.04,1.3e+03,2.29
,,,"Otto Matic",3830886,"       (2018 SN2)",2460600.5,0.2169,0.8376,186.72,0.99,136.12,280,13.08
,,,"Otto Matic",3830887,"       (2018 SO2)",2460600.5,0.3213,0.8358,5.10,144.98,211.82,279,5.42
,,,"Otto Matic",3830890,"       (2018 SP2)",2460600.5,0.2055,0.9246,187.21,303.39,185.82,325,26.83
,,,"Otto Matic",3830889,"       (2018 SQ2)",2460600.5,0.4262,1.814,196.45,177.35,168.34,893,10.44
,,,"Otto Matic",3830888,"       (2018 SR2)",2460600.5,0.5711,2.443,301.11,87.65,204.75,1.39e+03,1.98
,,,"Otto Matic",3831075,"       (2018 SX2)",2460600.5,0.2967,1.353,351.09,338.29,328.06,575,10.74
,,,"Otto Matic",3831076,"       (2018 SY2)",2460600.5,0.3839,0.7736,277.48,246.12,165.90,249,26.77
,,,"Otto Matic",3831065,"       (2018 SZ2)",2460600.5,0.4977,2.226,269.14,77.68,299.38,1.21e+03,2.32
,,,"Otto Matic",3831069,"       (2018 SA3)",2460600.5,0.7060,2.703,312.56,356.62,138.18,1.62e+03,21.69
,,,"Otto Matic",3831064,"       (2018 SB3)",2460600.5,0.1860,1.143,339.55,313.75,32.87,447,2.57
,,,"Otto Matic",3831068,"       (2018 SC3)",2460600.5,0.4048,1.69,188.41,195.97,263.79,802,10.49
,,,"Otto Matic",3831067,"       (2018 SD3)",2460600.5,0.2754,1.379,187.41,202.03,250.89,592,12.01
,,,"Otto Matic",3831074,"       (2018 SE3)",2460600.5,0.0188,1.178,186.63,78.53,358.75,467,36.73
,,,"Otto Matic",3831063,"       (2018 SF3)",2460600.5,0.1526,1.013,355.94,134.81,228.38,372,6.19
,,,"Otto Matic",3831071,"       (2018 SG3)",2460600.5,0.2233,1.195,186.70,243.29,184.65,477,6.21
,,,"Otto Matic",3831073,"       (2018 SH3)",2458392.5,0.3992,1.609,5.06,49.51,339.99,745,22.36
,,,"Otto Matic",3831070,"       (2018 SJ3)",2458397.5,0.2792,1.442,199.08,157.92,8.46,633,1.50
,,,"Otto Matic",3831077,"       (2018 SK3)",2460600.5,0.7010,2.602,353.27,124.83,134.38,1.53e+03,34.03
,,,"Otto Matic",3831072,"       (2018 SL3)",2458395.5,0.5238,1.58,5.38,89.38,330.26,725,4.07
,,,"Otto Matic",3831066,"       (2018 SM3)",2458394.5,0.5422,2.271,188.39,191.41,357.67,1.25e+03,8.62
,,,"Otto Matic",3831170,"       (2018 SN3)",2458379.5,0.4068,1.553,184.34,124.98,18.76,707,1.03
,,,"Otto Matic",3831171,"       (2018 SO3)",2460600.5,0.6958,2.684,194.38,101.83,146.29,1.61e+03,8.17
,,,"Otto Matic",3831164,"       (2018 SP3)",2460600.5,0.6821,2.593,262.21,174.18,148.86,1.53e+03,2.88
,,,"Otto Matic",3831165,"       (2018 SQ3)",2460600.5,0.2574,1.567,187.33,206.49,11.15,716,26.25
,,,"Otto Matic",3831166,"       (2018 SR3)",2460600.5,0.2309,1.328,356.78,328.51,7.49,559,6.57
,,,"Otto Matic",3831183,"       (2018 SU3)",2458395.5,0.7305,1.654,203.59,277.87,332.32,777,5.84
,,,"Otto Matic",3831206,"       (2018 SV3)",2460600.5,0.3299,1.882,357.61,96.05,71.34,943,26.96
,,,"Otto Matic",54095185,"       (2018 ST13)",2458386.5,0.4843,1.974,335.02,316.39,25.41,1.01e+03,3.11
,,,"Otto Matic",3831062,"       (2018 TA)",2458401.5,0.1880,1.291,358.72,331.55,28.99,536,5.42
,,,"Otto Matic",3831168,"       (2018 TB)",2460600.5,0.5818,2.394,14.38,341.23,230.20,1.35e+03,3.61
,,,"Otto Matic",3831167,"       (2018 TC)",2460600.5,0.2248,1.229,188.85,135.35,184.68,498,3.62
,,,"Otto Matic",3831185,"       (2018 TP)",2460600.5,0.4644,1.362,193.95,89.47,323.23,580,18.96
,,,"Otto Matic",3831181,"       (2018 TQ)",2460600.5,0.3531,1.953,354.11,359.79,78.36,997,10.44
,,,"Otto Matic",3831182,"       (2018 TR)",2460600.5,0.1848,1.058,185.52,94.34,265.08,397,5.54
,,5.602,"Otto Matic",3831184,"       (2018 TS)",2460600.5,0.5632,2.458,74.42,355.92,188.44,1.41e+03,1.11
,,,"Otto Matic",3831186,"       (2018 TT)",2460600.5,0.3081,1.537,193.33,263.74,5.64,696,15.66
,,,"Otto Matic",3831187,"       (2018 TU)",2460600.5,0.4369,1.378,188.32,258.82,230.90,591,4.07
,,,"Otto Matic",3831198,"       (2018 TV)",2460600.5,0.4327,1.643,194.91,218.83,295.31,769,3.75
,,,"Otto Matic",3831197,"       (2018 TW)",2460600.5,0.5334,2.673,201.14,188.34,132.03,1.6e+03,19.24
,,,"Otto Matic",3831195,"       (2018 TX)",2458395.5,0.4366,1.815,2.69,329.90,13.41,893,5.03
,,,"Otto Matic",3831194,"       (2018 TY)",2460600.5,0.1455,1.463,196.84,166.41,152.37,646,19.05
,,,"Otto Matic",3831196,"       (2018 TZ)",2460600.5,0.2563,1.268,192.33,134.41,108.15,521,21.41
,,,"Otto Matic",3831200,"       (2018 TN1)",2460600.5,0.4694,2.133,26.34,9.84,327.11,1.14e+03,7.65
,,,"Otto Matic",3831203,"       (2018 TO1)",2460600.5,0.3960,1.535,91.20,218.64,91.80,694,3.65
,,,"Otto Matic",3831201,"       (2018 TP1)",2460600.5,0.6676,2.156,18.36,80.25,308.73,1.16e+03,3.75
,,,"Otto Matic",3831202,"       (2018 TQ1)",2460600.5,0.2312,1.321,15.57,314.56,19.12,554,11.03
,,,"Otto Matic",3831204,"       (2018 TR1)",2460600.5,0.6323,2.47,178.42,253.96,188.96,1.42e+03,2.48
,,,"Otto Matic",3831205,"       (2018 TS1)",2460600.5,0.4232,1.379,355.77,97.76,224.11,591,2.20
,,,"Otto Matic",3831208,"       (2018 TT1)",2460600.5,0.6035,2.754,46.29,28.46,104.02,1.67e+03,35.84
,,,"Otto Matic",3831207,"       (2018 TU1)",2460600.5,0.5449,2.501,190.33,221.43,181.01,1.44e+03,2.76
,,,"Otto Matic",3831209,"       (2018 TV1)",2458397.5,0.5753,2.488,5.79,13.83,358.29,1.43e+03,8.59
,,,"Otto Matic",3831214,"       (2018 TW1)",2460600.5,0.4714,1.898,192.81,191.71,106.23,955,8.66
,,,"Otto Matic",3831210,"       (2018 TX1)",2460600.5,0.1442,1.253,192.59,207.03,87.98,512,20.85
,,,"Otto Matic",3831211,"       (2018 TY1)",2460600.5,0.6067,2.471,193.31,209.42,193.41,1.42e+03,8.11
,,,"Otto Matic",3831212,"       (2018 TZ1)",2460600.5,0.1441,1.098,12.24,279.02,154.24,420,9.70
,,,"Otto Matic",3831213,"       (2018 TA2)",2460600.5,0.1728,0.978,6.36,120.32,348.29,353,5.29
,,,"Otto Matic",3831215,"       (2018 TB2)",2458400.5,0.6829,2.779,12.69,308.04,8.67,1.69e+03,3.63
,,,"Otto Matic",3831217,"       (2018 TC2)",2458398.5,0.1439,1.131,193.22,245.39,309.34,439,14.78
,,,"Otto Matic",3831218,"       (2018 TD2)",2460600.5,0.4154,0.8432,193.12,323.74,177.03,283,10.54
,,,"Otto Matic",3831216,"       (2018 TE2)",2460600.5,0.6789,2.696,7.28,55.54,123.05,1.62e+03,1.35
,,,"Otto Matic",3831219,"       (2018 TF2)",2460600.5,0.4203,1.704,13.26,27.03,246.06,812,16.23
,,,"Otto Matic",3831220,"       (2018 TG2)",2460600.5,0.3269,1.334,12.17,56.80,300.30,563,3.91
,,,"Otto Matic",3831458,"       (2018 TK2)",2460600.5,0.5897,2.612,54.60,4.76,141.80,1.54e+03,4.84
,,,"Otto Matic",3831467,"       (2018 TL2)",2460600.5,0.5944,2.697,104.38,343.03,108.76,1.62e+03,2.75
,,,"Otto Matic",3831459,"       (2018 TM2)",2458401.5,0.5586,2.494,17.39,16.79,355.78,1.44e+03,6.79
,,,"Otto Matic",3831463,"       (2018 TN2)",2460600.5,0.5387,2.563,187.02,158.88,174.84,1.5e+03,42.06
,,,"Otto Matic",3831464,"       (2018 TP2)",2460600.5,0.5583,2.532,343.84,75.02,168.88,1.47e+03,2.16
,,,"Otto Matic",3831465,"       (2018 TQ2)",2460600.5,0.5308,2.223,222.35,172.43,289.04,1.21e+03,7.68
,,,"Otto Matic",3831461,"       (2018 TR2)",2460600.5,0.3020,1.799,128.93,274.48,164.41,881,2.47
,,,"Otto Matic",3831460,"       (2018 TS2)",2460600.5,0.5929,2.47,61.79,358.00,189.23,1.42e+03,1.80
,,,"Otto Matic",3831462,"       (2018 TT2)",2460600.5,0.3274,1.271,180.04,300.98,6.76,523,8.64
,,,"Otto Matic",3831466,"       (2018 TU2)",2458394.5,0.4307,2.143,293.89,20.04,14.38,1.15e+03,5.94
,,,"Otto Matic",3831469,"       (2018 TV2)",2460600.5,0.6315,1.642,341.49,163.90,252.35,768,10.14
,,,"Otto Matic",3831470,"       (2018 TW2)",2460600.5,0.2180,1.414,194.87,169.19,216.35,614,10.21
,,,"Otto Matic",3831473,"       (2018 TX2)",2458397.5,0.5916,1.747,191.95,97.84,22.88,844,30.35
,,,"Otto Matic",3831471,"       (2018 TY2)",2460600.5,0.8420,2.288,272.86,249.22,229.75,1.26e+03,4.61
,,,"Otto Matic",3831472,"       (2018 TZ2)",2460600.5,0.6494,2.164,16.00,76.98,305.04,1.16e+03,1.98
,,,"Otto Matic",3831478,"       (2018 TA3)",2460600.5,0.6265,2.579,1.83,76.05,148.73,1.51e+03,17.04
,,,"Otto Matic",3831475,"       (2018 TB3)",2460600.5,0.4313,0.8294,11.11,216.67,100.68,276,7.43
,,,"Otto Matic",3831474,"       (2018 TC3)",2460600.5,0.5997,2.652,64.41,12.90,126.49,1.58e+03,9.29
,,,"Otto Matic",3831476,"       (2018 TD3)",2460600.5,0.4566,1.245,15.68,263.09,164.75,507,2.94
,,,"Otto Matic",3831477,"       (2018 TE3)",2460600.5,0.4623,2.037,17.00,11.07,21.62,1.06e+03,10.61
,,2.3498,"Otto Matic",3831479,"       (2018 TF3)",2460600.5,0.7173,2.132,51.55,76.62,312.28,1.14e+03,6.87
,,,"Otto Matic",3831609,"       (2018 TG3)",2458398.5,0.5789,2.364,193.81,152.39,5.93,1.33e+03,7.57
,,,"Otto Matic",3831610,"       (2018 TH3)",2460600.5,0.2142,1.221,192.40,135.47,198.70,493,3.26
,,,"Otto Matic",3831612,"       (2018 TJ3)",2460600.5,0.3487,0.9516,11.69,138.48,74.36,339,10.28
,,,"Otto Matic",3831611,"       (2018 TK3)",2460600.5,0.1665,1.488,185.99,161.65,132.42,663,25.92
,,,"Otto Matic",3831613,"       (2018 TL3)",2458398.5,0.1629,1.207,12.78,67.64,307.99,484,35.45
,,,"Otto Matic",3831614,"       (2018 TM3)",2460600.5,0.2681,1.36,13.68,21.02,275.89,580,2.92
,,,"Otto Matic",3831615,"       (2018 TN3)",2460600.5,0.4700,1.859,188.91,211.91,127.38,926,2.47
,,,"Otto Matic",3831616,"       (2018 TO3)",2460600.5,0.1504,1.132,13.19,300.85,49.36,440,20.61
,,,"Otto Matic",3831619,"       (2018 TP3)",2458398.5,0.3903,1.694,12.86,357.86,1.11,805,30.65
,,,"Otto Matic",3831617,"       (2018 TQ3)",2460600.5,0.4511,1.815,18.44,23.92,157.68,893,5.33
,,,"Otto Matic",3831618,"       (2018 TR3)",2460600.5,0.1102,1.132,189.84,154.56,27.32,440,6.10
,,,"Otto Matic",3831715,"       (2018 TB4)",2460600.5,0.5317,2.629,8.84,245.83,203.16,1.56e+03,26.77
,,,"Otto Matic",3831716,"       (2018 TC4)",2458397.5,0.3628,1.449,192.09,120.40,29.20,637,22.27
,,,"Otto Matic",3831717,"       (2018 TD4)",2460600.5,0.3729,1.417,129.65,358.20,135.84,616,4.59
,,,"Otto Matic",3831718,"       (2018 TE4)",2458401.5,0.6227,2.345,241.19,59.25,17.72,1.31e+03,7.69
,,,"Otto Matic",3831719,"       (2018 TJ4)",2458399.5,0.6949,2.452,283.43,18.14,12.12,1.4e+03,1.17
,,,"Otto Matic",3831726,"       (2018 TR4)",2460600.5,0.1598,1.081,17.33,77.12,67.59,411,19.68
,,,"Otto Matic",3831725,"       (2018 TS4)",2460600.5,0.1072,1.104,12.77,43.60,36.64,424,1.80
,,,"Otto Matic",3831727,"       (2018 TT4)",2458404.5,0.3173,1.265,194.41,113.31,39.68,520,21.43
,,,"Otto Matic",3831728,"       (2018 TU4)",2460600.5,0.2129,0.9705,199.50,298.55,7.15,349,19.38
,,,"Otto Matic",3831731,"       (2018 TV4)",2460600.5,0.4947,1.448,0.06,120.79,118.98,637,9.09
,,,"Otto Matic",3831732,"       (2018 TW4)",2460600.5,0.4702,2.166,313.55,336.64,0.62,1.16e+03,7.24
,,,"Otto Matic",3831730,"       (2018 TX4)",2460600.5,0.7080,1.891,351.36,179.02,50.65,950,11.53
,,,"Otto Matic",3831729,"       (2018 TY4)",2460600.5,0.6096,2.41,12.51,329.09,226.33,1.37e+03,2.71
,,,"Otto Matic",3831734,"       (2018 TZ4)",2460600.5,0.6556,2.381,201.77,115.69,241.29,1.34e+03,10.94
,,,"Otto Matic",3831733,"       (2018 TA5)",2458402.5,0.8038,2.621,59.66,57.69,347.91,1.55e+03,3.90
,,,"Otto Matic",3831738,"       (2018 TB5)",2460600.5,0.5306,1.126,196.16,294.53,322.92,436,5.42
,,,"Otto Matic",3831739,"       (2018 TC5)",2460600.5,0.0389,1.041,19.32,78.78,164.18,388,14.57
,,,"Otto Matic",3831736,"       (2018 TD5)",2458406.5,0.5356,1.641,197.60,101.68,27.44,767,14.57
,,,"Otto Matic",3831737,"       (2018 TE5)",2460600.5,0.3472,1.605,23.83,14.62,336.36,743,9.36
,,,"Otto Matic",3831735,"       (2018 TF5)",2460600.5,0.3681,0.9047,196.48,47.54,97.66,314,7.60
,,,"Otto Matic",3831740,"       (2018 TG5)",2460600.5,0.4779,2.104,46.92,266.86,18.28,1.11e+03,5.13
,,,"Otto Matic",3831842,"       (2018 TN5)",2460600.5,0.4541,2.202,339.17,313.19,340.90,1.19e+03,10.37
,,,"Otto Matic",3831839,"       (2018 TO5)",2460600.5,0.5116,2.338,4.91,345.83,251.49,1.31e+03,8.65
,,,"Otto Matic",3831841,"       (2018 TP5)",2460600.5,0.4722,1.683,11.30,308.98,293.44,797,2.74
,,,"Otto Matic",3831843,"       (2018 TQ5)",2458403.5,0.5711,2.173,205.39,238.92,345.34,1.17e+03,53.92
,,,"Otto Matic",3831840,"       (2018 TR5)",2458403.5,0.5513,2.48,22.41,19.21,354.57,1.43e+03,19.18
,,,"Otto Matic",3831844,"       (2018 TS5)",2460600.5,0.2004,1.605,29.42,7.22,338.08,743,7.61
,,,"Otto Matic",3831845,"       (2018 TT5)",2458399.5,0.4734,1.629,188.46,256.62,332.74,759,5.30
,,,"Otto Matic",3831851,"       (2018 TV5)",2460600.5,0.5275,1.465,192.68,263.80,115.46,648,5.44
,,,"Otto Matic",3831852,"       (2018 TW5)",2460600.5,0.4426,2.234,100.33,343.24,254.86,1.22e+03,6.85
,,,"Otto Matic",3831853,"       (2018 TX5)",2460600.5,0.4462,2.176,111.99,200.74,347.25,1.17e+03,1.78
,,,"Otto Matic",3831854,"       (2018 TY5)",2458407.5,0.5113,0.9296,26.07,132.98,283.80,327,18.96
,,,"Otto Matic",3831856,"       (2018 TZ5)",2460600.5,0.5507,1.987,132.97,197.10,65.64,1.02e+03,1.17
,,,"Otto Matic",3831858,"       (2018 TC6)",2460600.5,0.4500,2.348,328.49,345.20,274.05,1.31e+03,3.47
,,,"Otto Matic",3831859,"       (2018 TD6)",2458404.5,0.2415,1.18,182.04,107.94,59.16,468,5.37
,,,"Otto Matic",3831865,"       (2018 TE6)",2460600.5,0.0256,1.127,16.90,277.37,88.27,437,19.08
,,,"Otto Matic",3831864,"       (2018 TF6)",2458407.5,0.4982,2.097,32.10,354.65,358.57,1.11e+03,3.35
,,,"Otto Matic",3831863,"       (2018 TG6)",2460600.5,0.0836,1.064,21.43,70.45,107.67,401,0.71
,,,"Otto Matic",3831862,"       (2018 TH6)",2458407.5,0.2868,1.357,196.04,121.51,38.32,578,10.50
,,,"Otto Matic",3831866,"       (2018 TJ6)",2460600.5,0.2316,1.14,23.06,249.79,61.08,444,14.84
,,,"Otto Matic",3831867,"       (2018 TK6)",2458407.5,0.3800,1.17,206.74,69.56,61.97,462,4.38
,,,"Otto Matic",3831870,"       (2018 TM6)",2460600.5,0.5765,1.953,65.59,244.47,95.82,997,9.71
,,,"Otto Matic",3831872,"       (2018 TN6)",2460600.5,0.2980,1.648,221.52,124.04,325.90,773,11.65
,,,"Otto Matic",3831883,"       (2018 TO6)",2460600.5,0.5675,2.732,306.78,96.39,108.78,1.65e+03,12.23
,,,"Otto Matic",3831885,"       (2018 TR6)",2460600.5,0.4749,2.22,344.22,31.70,297.22,1.21e+03,2.32
,,,"Otto Matic",3835505,"       (2018 TS6)",2460600.5,0.2143,0.8985,189.66,46.04,146.97,311,8.92
,,,"Otto Matic",3835506,"       (2018 TT6)",2458396.5,0.2072,1.215,192.27,221.22,332.14,489,6.33
,,,"Otto Matic",3831871,"       (2018 UA)",2460600.5,0.4475,1.39,205.46,255.48,205.66,599,2.64
,,,"Otto Matic",3831873,"       (2018 UB)",2458408.5,0.5912,1.946,1.93,304.51,21.15,991,8.67
,,,"Otto Matic",3831876,"       (2018 UC)",2460600.5,0.3337,0.992,123.29,23.08,300.96,361,0.23
,,,"Otto Matic",3831875,"       (2018 UE)",2458408.5,0.4770,1.265,206.26,280.94,314.26,520,12.03
,,,"Otto Matic",3831877,"       (2018 UF)",2460600.5,0.3628,1.619,30.55,323.34,344.51,753,19.80
,,,"Otto Matic",3831874,"       (2018 UG)",2458409.5,0.5384,2.192,11.53,0.96,2.99,1.19e+03,3.92
,,,"Otto Matic",3831878,"       (2018 UH)",2460600.5,0.6091,2.474,13.46,331.01,202.84,1.42e+03,16.77
,,,"Otto Matic",3831882,"       (2018 UJ)",2460600.5,0.5548,2.456,212.12,162.25,203.35,1.41e+03,7.95
,,,"Otto Matic",3831879,"       (2018 UK)",2458409.5,0.6866,2.392,193.75,120.97,11.94,1.35e+03,1.92
,,,"Otto Matic",3831881,"       (2018 UL)",2460600.5,0.2801,1.344,201.28,152.02,322.85,569,0.76
,,,Giorgini,3831884,"       (2018 UY)",2460600.5,0.5313,1.249,72.44,114.62,7.44,510,1.75
,,,"Otto Matic",3831886,"       (2018 UZ)",2460600.5,0.5976,2.66,262.84,184.13,120.95,1.59e+03,19.72
,,,"Otto Matic",3831888,"       (2018 UA1)",2460600.5,0.6244,2.528,358.94,348.31,184.27,1.47e+03,18.45
,,,"Otto Matic",3831887,"       (2018 UC1)",2460600.5,0.1614,1.258,227.09,34.38,203.90,515,13.48
,,,"Otto Matic",3831889,"       (2018 UD1)",2460600.5,0.5998,2.37,150.92,309.17,215.24,1.33e+03,4.35
,,,"Otto Matic",3831892,"       (2018 UE1)",2460600.5,0.0122,1.021,23.15,301.90,350.06,377,5.44
,,,"Otto Matic",3831893,"       (2018 UF1)",2460600.5,0.4179,1.147,22.65,261.50,7.57,449,10.89
,,,"Otto Matic",3831891,"       (2018 UG1)",2460600.5,0.3289,1.529,204.46,169.02,67.68,690,4.76
,,,"Otto Matic",3831894,"       (2018 UH1)",2458410.5,0.5394,1.767,201.03,251.53,339.84,858,4.23
,,,"Otto Matic",3831890,"       (2018 UJ1)",2460600.5,0.1875,1.296,37.12,339.53,29.55,539,11.18
,,,"Otto Matic",3831895,"       (2018 UK1)",2458410.5,0.5925,2.443,192.70,175.15,3.80,1.39e+03,1.74
,,,"Otto Matic",3831896,"       (2018 UL1)",2458410.5,0.1985,1.263,204.39,143.66,25.57,518,25.57
,,,"Otto Matic",3831897,"       (2018 UM1)",2460600.5,0.1737,1.143,260.57,54.34,15.89,447,2.00
,,,"Otto Matic",3831915,"       (2018 UN1)",2460600.5,0.7931,2.251,129.32,27.23,251.67,1.23e+03,5.30
,,,"Otto Matic",3831914,"       (2018 UO1)",2458412.5,0.6871,2.103,26.81,277.31,15.60,1.11e+03,6.50
,,3.9291,"Otto Matic",3831916,"       (2018 UQ1)",2460600.5,0.4915,1.614,254.30,220.05,299.62,749,1.62
,,,"Otto Matic",3831917,"       (2018 UR1)",2458413.5,0.5909,2.585,208.58,138.77,8.99,1.52e+03,58.87
,,,"Otto Matic",3831918,"       (2018 US1)",2460600.5,0.3976,1.656,28.62,8.23,288.07,778,8.00
,,,"Otto Matic",3835501,"       (2018 UV1)",2460600.5,0.2471,0.9355,209.33,8.50,28.32,330,22.82
,,,"Otto Matic",3835503,"       (2018 UW1)",2460600.5,0.5430,1.961,295.75,38.32,80.19,1e+03,1.46
,,,"Otto Matic",3835500,"       (2018 UX1)",2460600.5,0.1115,1.212,215.00,150.42,194.17,488,20.18
,,0.02723,"Otto Matic",3835502,"       (2018 UY1)",2460600.5,0.3029,0.8825,219.07,313.40,322.10,303,7.21
,,,"Otto Matic",3835509,"       (2018 UC2)",2460600.5,0.4101,1.576,209.66,134.69,26.59,723,31.32
,,,"Otto Matic",3835812,"       (2018 UJ2)",2458420.5,0.5461,1.969,210.64,128.59,15.22,1.01e+03,16.06
,,,"Otto Matic",3835813,"       (2018 UK2)",2458419.5,0.2897,1.482,33.06,3.95,357.77,659,49.27
,,,"Otto Matic",3835818,"       (2018 UQ2)",2460600.5,0.6499,2.794,45.06,317.08,105.54,1.71e+03,13.64
,,6.88,"Otto Matic",3835819,"       (2018 UR2)",2460600.5,0.4065,1.81,42.57,352.02,162.81,889,37.95
,,,"Otto Matic",3835820,"       (2018 US2)",2460600.5,0.6590,2.975,225.85,151.40,60.95,1.87e+03,7.06
,,,"Otto Matic",3835821,"       (2018 UA3)",2460600.5,0.4242,1.197,348.63,145.73,148.42,479,3.06
,,,"Otto Matic",3835823,"       (2018 UB3)",2460600.5,0.4485,1.624,280.83,59.83,339.17,756,1.13
,,,"Otto Matic",3835822,"       (2018 UC3)",2460600.5,0.0156,1.068,220.98,160.99,160.22,403,15.96
,,0.0082556,"Otto Matic",3835824,"       (2018 UD3)",2460600.5,0.4564,1.774,214.30,211.06,178.86,863,2.45
,,,"Otto Matic",3835870,"       (2018 UE3)",2460600.5,0.3313,1.503,40.29,48.16,59.49,673,18.51
,,,"Otto Matic",3835872,"       (2018 UG3)",2460600.5,0.4225,1.66,47.24,314.32,297.13,781,6.16
,,,"Otto Matic",54203000,"       (2018 UY37)",2460600.5,0.4600,2.084,36.12,289.73,21.13,1.1e+03,8.85
,,,"Otto Matic",3835871,"       (2018 VA)",2460600.5,0.1490,1.196,14.75,24.69,198.46,478,2.17
,,,"Otto Matic",3835876,"       (2018 VB)",2460600.5,0.2810,1.114,35.41,87.92,329.37,430,8.96
,,,"Otto Matic",3835875,"       (2018 VC)",2460600.5,0.1692,1.127,36.42,304.27,37.22,437,3.70
,,,"Otto Matic",3835874,"       (2018 VD)",2460600.5,0.4194,1.068,38.79,252.38,202.45,403,7.61
,,,"Otto Matic",3835873,"       (2018 VE)",2460600.5,0.1826,1.247,218.26,176.84,103.73,508,6.22
,,,"Otto Matic",3835877,"       (2018 VF)",2458424.5,0.4796,1.849,213.36,141.89,14.39,919,1.08
,,,"Otto Matic",3835878,"       (2018 VG)",2460600.5,0.3614,0.766,217.91,338.01,183.96,245,2.83
,,,"Otto Matic",3835896,"       (2018 VK)",2458427.5,0.5503,1.831,29.75,305.84,18.91,905,2.93
,,,"Otto Matic",3835897,"       (2018 VL)",2460600.5,0.2354,1.036,220.05,83.77,302.40,385,4.41
,,,"Otto Matic",3835954,"       (2018 VR)",2460600.5,0.4291,1.757,24.61,60.33,182.63,851,5.90
,,,"Otto Matic",3835952,"       (2018 VS)",2460600.5,0.4813,2.003,219.37,197.12,30.17,1.04e+03,7.55
,,,"Otto Matic",3835959,"       (2018 VT)",2460600.5,0.2642,1.281,218.48,229.89,10.34,529,19.96
,,,"Otto Matic",3835953,"       (2018 VU)",2460600.5,0.1981,1.234,218.56,125.79,163.19,500,24.31
,,,"Otto Matic",3835955,"       (2018 VV)",2460600.5,0.3053,1.553,43.34,16.62,17.72,707,26.05
,,,"Otto Matic",3835956,"       (2018 VW)",2458417.5,0.4874,1.441,186.21,294.67,324.48,632,3.65
,,50,"Otto Matic",3835961,"       (2018 VX)",2460600.5,0.4772,1.543,46.60,279.58,65.13,700,19.13
,,,"Otto Matic",3835960,"       (2018 VY)",2460600.5,0.4153,1.72,37.92,311.03,252.72,824,43.92
,,,"Otto Matic",3835958,"       (2018 VZ)",2458426.5,0.3224,1.33,217.02,123.11,32.71,560,23.77
,,,"Otto Matic",3835957,"       (2018 VA1)",2460600.5,0.2718,1.373,41.02,19.12,241.48,588,12.40
,,,"Otto Matic",3835962,"       (2018 VB1)",2460600.5,0.4145,0.7548,48.34,185.17,181.05,240,6.79
,,,"Otto Matic",3835969,"       (2018 VF1)",2460600.5,0.4466,1.871,1.58,91.72,94.48,935,9.49
