"diameter","albedo","rot_per","producer","spkid","full_name","epoch","e","a","om","w","ma","per","i"
0.240,0.034,,"Otto Matic",3263448,"       (2004 XK14)",2460600.5,0.4340,0.7485,306.81,303.19,71.02,237,3.10
,,,"Otto Matic",3263533,"       (2004 XG29)",2460600.5,0.3136,1.41,302.02,110.79,322.73,612,0.15
,,,"Otto Matic",3263535,"       (2004 XJ29)",2460600.5,0.5251,1.998,292.78,107.96,16.96,1.03e+03,4.64
,,,"Otto Matic",3263536,"       (2004 XK29)",2460600.5,0.6414,2.402,35.23,339.05,132.74,1.36e+03,7.86
,,,"Otto Matic",3263537,"       (2004 XL29)",2460600.5,0.6402,1.375,256.15,320.26,49.05,589,43.82
,,,"Otto Matic",3263538,"       (2004 XM29)",2460600.5,0.6316,2.139,99.50,60.60,106.99,1.14e+03,2.58
,,,"Otto Matic",3263539,"       (2004 XN29)",2460600.5,0.7037,2.422,319.65,37.32,109.87,1.38e+03,2.36
,,,"Otto Matic",3263540,"       (2004 XO29)",2460600.5,0.6723,1.233,80.68,145.14,103.54,500,21.67
,,,"Otto Matic",3263615,"       (2004 XJ35)",2460600.5,0.3908,2.117,72.78,7.74,162.98,1.12e+03,7.65
,,,"Otto Matic",3263613,"       (2004 XO35)",2453357.5,0.5673,2.583,108.99,295.85,9.29,1.52e+03,9.26
,,,"Otto Matic",3263616,"       (2004 XP35)",2460600.5,0.5383,2.007,80.27,320.01,1.83,1.04e+03,9.41
,,,"Otto Matic",3263660,"       (2004 XA45)",2460600.5,0.5005,1.544,41.68,83.46,94.57,700,34.92
,,,"Otto Matic",3263661,"       (2004 XB45)",2460600.5,0.5817,1.551,84.83,86.24,70.96,705,3.16
,,,"Otto Matic",3263662,"       (2004 XJ50)",2460600.5,0.5117,2.24,102.01,283.87,345.12,1.22e+03,23.35
,,,"Otto Matic",3263791,"       (2004 XC51)",2453355.5,0.7332,2.05,252.41,284.87,340.31,1.07e+03,39.76
,,,"Otto Matic",3263792,"       (2004 XD51)",2453355.5,0.2415,1.245,83.79,53.93,327.11,507,6.82
,,,"Otto Matic",3264085,"       (2004 XO63)",2453357.5,0.6093,2.554,265.07,183.56,359.64,1.49e+03,1.88
,,,"Otto Matic",3264086,"       (2004 YA)",2453356.5,0.3709,1.243,264.43,92.42,47.19,506,22.86
,,,"Otto Matic",3264188,"       (2004 YC)",2460600.5,0.3137,0.8677,263.14,47.46,289.13,295,6.08
,,,"Otto Matic",3264189,"       (2004 YD)",2453358.5,0.2404,0.8424,265.63,7.82,166.43,282,12.10
,,,"Otto Matic",3264190,"       (2004 YE)",2453358.5,0.5464,2.285,69.45,5.41,3.01,1.26e+03,1.48
,,,"Otto Matic",3264224,"       (2004 YQ)",2453358.5,0.4879,1.78,87.91,308.73,16.49,867,15.71
,,,"Otto Matic",3264225,"       (2004 YR)",2460600.5,0.4228,1.724,96.76,65.91,243.43,827,29.81
,,,"Otto Matic",3264323,"       (2004 YG1)",2460600.5,0.1588,1.01,271.71,293.90,100.94,371,19.82
,,,"Otto Matic",3264324,"       (2004 YJ1)",2453364.5,0.2213,1.411,272.84,135.89,27.05,612,47.18
,,,"Otto Matic",3264322,"       (2004 YK1)",2460600.5,0.4155,1.884,96.43,77.40,204.49,945,8.65
,,,"Otto Matic",3264547,"       (2004 YA5)",2453362.5,0.5364,0.8089,269.95,31.22,99.16,266,28.18
,,,"Otto Matic",3264549,"       (2004 YD5)",2453360.5,0.7826,2.272,88.46,262.06,13.00,1.25e+03,3.61
,,,"Otto Matic",3264722,"       (2004 YY23)",2460600.5,0.7095,3.952,275.94,176.06,190.14,2.87e+03,28.66
,,,"Otto Matic",3265390,"       (2005 AJ3)",2453381.5,0.2004,1.274,282.04,215.72,339.91,525,7.55
,,,"Otto Matic",3265391,"       (2005 AK3)",2453383.5,0.5794,2.168,294.07,226.49,348.76,1.17e+03,1.59
,,,"Otto Matic",3265469,"       (2005 AU3)",2453381.5,0.4727,1.245,105.17,266.65,44.89,508,3.77
,,,"Otto Matic",3265470,"       (2005 AV3)",2460600.5,0.5845,2.342,123.50,268.22,207.28,1.31e+03,14.25
,,,"Otto Matic",3265791,"       (2005 AO19)",2453384.5,0.3409,1.68,113.57,352.57,4.09,795,3.18
,,,"Otto Matic",3265792,"       (2005 AQ19)",2460600.5,0.2913,1.737,123.92,336.31,237.68,836,16.49
,,,"Otto Matic",3265824,"       (2005 AV27)",2460600.5,0.6475,2.263,67.57,139.48,279.72,1.24e+03,5.89
,,,"Otto Matic",3265904,"       (2005 AX28)",2453387.5,0.6554,2.157,113.53,72.81,346.33,1.16e+03,7.58
,,,"Otto Matic",3265906,"       (2005 AZ28)",2460600.5,0.3483,1.479,310.75,103.62,25.37,657,1.60
,,,"Otto Matic",3265908,"       (2005 BD)",2453387.5,0.4698,1.923,112.38,359.01,1.80,974,9.18
,,,"Otto Matic",3266031,"       (2005 BU)",2460600.5,0.3006,0.8471,296.75,38.90,236.94,285,12.99
,,,"Otto Matic",3266032,"       (2005 BL1)",2453387.5,0.3182,1.509,297.73,195.15,352.38,677,21.68
,,,"Otto Matic",3266033,"       (2005 BM1)",2453387.5,0.1655,1.012,297.54,78.71,82.10,372,15.50
,,,"Otto Matic",3266034,"       (2005 BN1)",2453390.5,0.5553,1.791,300.84,107.48,21.23,876,6.79
,,,"Otto Matic",3266177,"       (2005 BS1)",2453388.5,0.5682,1.972,113.69,308.33,14.44,1.01e+03,2.65
,,,"Otto Matic",3266178,"       (2005 BT1)",2460600.5,0.7143,1.33,304.46,32.88,19.79,560,63.62
,,,"Otto Matic",3266179,"       (2005 BU1)",2453388.5,0.3504,1.466,117.63,305.16,27.90,649,21.49
,,,"Otto Matic",3266180,"       (2005 BW1)",2460600.5,0.8748,2.63,342.40,274.16,220.58,1.56e+03,62.27
,,,"Otto Matic",54219798,"       (2005 BU6)",2460600.5,0.5264,2.632,319.08,83.85,251.38,1.56e+03,6.15
,,,"Otto Matic",3266506,"       (2005 BH14)",2460600.5,0.6540,1.168,303.49,50.14,270.97,461,25.02
,,,"Otto Matic",3266944,"       (2005 BG28)",2460600.5,0.2272,1.026,313.42,81.00,60.82,379,6.13
,,,"Otto Matic",3267071,"       (2005 CK)",2460600.5,0.0891,1.102,313.85,160.54,27.73,423,17.23
,,,"Otto Matic",3267067,"       (2005 CM)",2453405.5,0.5472,2.274,295.66,166.25,8.46,1.25e+03,0.80
,,,"Otto Matic",3267065,"       (2005 CN)",2460600.5,0.1849,1.016,308.10,321.69,329.65,374,2.30
,,,"Otto Matic",3267144,"       (2005 CA7)",2453407.5,0.4412,1.831,316.25,176.71,1.98,905,6.23
,,,"Otto Matic",3267202,"       (2005 CM7)",2453407.5,0.6316,1.713,136.69,270.54,22.84,819,4.91
,,,"Otto Matic",3267312,"       (2005 CP7)",2453406.5,0.5641,2.269,127.16,350.03,4.64,1.25e+03,1.28
,,,"Otto Matic",3267204,"       (2005 CQ7)",2453408.5,0.4978,1.857,138.15,312.09,15.30,924,7.81
,,,"Otto Matic",3267313,"       (2005 CC37)",2460600.5,0.5627,2.211,112.98,345.99,2.24,1.2e+03,6.14
,,,"Otto Matic",3267343,"       (2005 CP38)",2453413.5,0.3396,1.018,322.22,61.57,82.75,375,22.10
,,,"Otto Matic",3267370,"       (2005 CU38)",2453415.5,0.5663,1.745,325.07,96.25,25.67,842,8.03
,,,"Otto Matic",3267403,"       (2005 CE41)",2460600.5,0.5181,1.783,142.98,303.65,110.31,870,2.79
,,,"Otto Matic",3267405,"       (2005 CG41)",2460600.5,0.3500,1.055,137.73,237.98,146.93,396,24.95
,,,"Otto Matic",3267564,"       (2005 CN61)",2460600.5,0.0680,0.989,146.68,248.62,98.03,359,9.55
,,,"Otto Matic",3267565,"       (2005 CU61)",2453416.5,0.7299,1.747,308.67,85.27,24.52,843,5.63
,,,"Otto Matic",3267783,"       (2005 DD)",2460600.5,0.5681,1.934,157.14,252.32,150.59,983,7.32
,,,"Otto Matic",3273445,"       (2005 DO)",2460600.5,0.6351,2.462,53.12,170.68,4.38,1.41e+03,9.26
,,,"Otto Matic",3273446,"       (2005 EA)",2460600.5,0.6394,1.301,346.87,298.89,26.69,542,14.06
,,,"Otto Matic",3273453,"       (2005 EZ)",2460600.5,0.4864,2.338,214.32,288.25,177.43,1.31e+03,10.56
,,,"Otto Matic",3273458,"       (2005 EP1)",2453433.5,0.7700,0.8923,344.39,328.04,297.33,308,16.30
,,,"Otto Matic",3273459,"       (2005 ES1)",2453433.5,0.2954,1.356,164.69,315.15,23.73,577,1.86
,,,"Otto Matic",3273482,"       (2005 ET2)",2453435.5,0.6057,2.194,333.76,268.38,334.31,1.19e+03,5.72
,,,"Otto Matic",3273481,"       (2005 EU2)",2460600.5,0.3534,1.508,191.04,24.15,188.43,676,4.58
,,,"Otto Matic",3273495,"       (2005 EB30)",2453433.5,0.4870,2.109,167.93,22.70,352.70,1.12e+03,6.76
,,,"Otto Matic",3273522,"       (2005 EN30)",2453436.5,0.2958,1.675,344.29,196.30,352.62,792,20.40
,,,"Otto Matic",3273523,"       (2005 EO30)",2460600.5,0.1620,1.227,347.60,192.10,151.04,497,14.04
,,,"Otto Matic",3273524,"       (2005 EO33)",2453441.5,0.5729,1.968,289.74,158.48,22.48,1.01e+03,4.61
,,,"Otto Matic",3273785,"       (2005 EL70)",2453438.5,0.9331,2.445,167.57,220.25,10.72,1.4e+03,16.68
,,,"Otto Matic",3273784,"       (2005 EM70)",2453438.5,0.3893,1.605,348.16,134.96,19.66,743,18.33
,,,"Otto Matic",3273786,"       (2005 EN70)",2460600.5,0.3673,1.782,175.66,10.38,84.70,869,46.13
,,,"Otto Matic",3273789,"       (2005 EO70)",2460600.5,0.6464,3.16,4.11,209.03,180.08,2.05e+03,24.33
,,,"Otto Matic",3273790,"       (2005 EQ70)",2460600.5,0.4762,2.399,68.98,105.31,92.91,1.36e+03,6.26
,,,"Otto Matic",3273787,"       (2005 ER70)",2460600.5,0.2229,1.224,349.50,236.34,131.26,495,6.83
,,,"Otto Matic",3273783,"       (2005 ET70)",2453441.5,0.8288,2.129,83.56,326.13,18.48,1.13e+03,5.50
,,,"Otto Matic",3273791,"       (2005 EC71)",2453440.5,0.4965,2.171,170.45,1.45,359.41,1.17e+03,38.90
,,,"Otto Matic",3273833,"       (2005 EH94)",2453440.5,0.2651,1.214,348.97,254.90,311.42,489,6.14
,,,"Otto Matic",3273967,"       (2005 EQ95)",2460600.5,0.5357,1.689,195.70,252.75,358.73,802,2.43
,,,"Otto Matic",3273968,"       (2005 ER95)",2460600.5,0.1589,1.223,175.85,8.52,166.60,494,3.34
,,,"Otto Matic",3273969,"       (2005 ES95)",2453440.5,0.5351,2.014,167.88,51.02,346.29,1.04e+03,7.59
,,,"Otto Matic",3273970,"       (2005 ET95)",2460600.5,0.4169,1.861,357.26,104.65,292.62,927,24.79
,,,"Otto Matic",3273971,"       (2005 EU95)",2460600.5,0.3559,1.179,163.69,115.80,49.15,468,24.38
,,,"Otto Matic",3273972,"       (2005 EV95)",2453440.5,0.4630,1.632,176.68,69.95,333.52,761,33.89
,,,"Otto Matic",3274163,"       (2005 EE169)",2460600.5,0.5590,2.25,159.97,51.26,285.85,1.23e+03,1.34
,,,"Otto Matic",3274164,"       (2005 EG169)",2460600.5,0.4668,1.421,169.72,91.41,170.50,619,11.74
,,,"Otto Matic",3274165,"       (2005 EJ169)",2453443.5,0.5704,2.016,359.08,120.20,14.50,1.05e+03,8.63
,,,"Otto Matic",3274166,"       (2005 EL169)",2460600.5,0.1664,1.443,353.21,172.25,119.57,633,11.84
,,,"Otto Matic",3274167,"       (2005 EM169)",2453443.5,0.7353,2.852,348.23,115.05,9.18,1.76e+03,10.93
,,,"Otto Matic",3274302,"       (2005 EW169)",2460600.5,0.5685,2.384,223.45,221.92,152.88,1.34e+03,1.51
,,,"Otto Matic",3274303,"       (2005 EX169)",2453443.5,0.1105,1.234,174.14,352.14,5.81,501,14.91
,,,"Otto Matic",3274304,"       (2005 EY169)",2460600.5,0.2326,1.307,346.88,227.82,9.85,546,20.88
,,,"Otto Matic",3274305,"       (2005 EZ169)",2460600.5,0.2153,1.317,175.82,353.62,351.25,552,2.75
,,,"Otto Matic",3274489,"       (2005 EZ223)",2453448.5,0.5404,1.755,5.83,97.70,22.58,849,3.93
,,,"Otto Matic",3274491,"       (2005 ED224)",2453445.5,0.6599,1.911,170.53,277.28,19.85,965,31.90
,,,"Otto Matic",3274493,"       (2005 FA)",2460600.5,0.6238,2.175,174.01,62.67,26.01,1.17e+03,4.04
,,,"Otto Matic",3274691,"       (2005 FC)",2460600.5,0.2709,0.9181,0.12,310.84,343.52,321,12.82
,,,"Otto Matic",3274690,"       (2005 FE)",2460600.5,0.4922,2.323,22.73,177.16,182.26,1.29e+03,6.03
,,,"Otto Matic",3274693,"       (2005 FG)",2460600.5,0.2130,1.122,355.37,272.37,109.47,434,3.88
,,,"Otto Matic",3274696,"       (2005 FJ)",2453446.5,0.0649,1.09,173.92,316.43,38.89,416,10.04
,,,"Otto Matic",3274695,"       (2005 FK)",2460600.5,0.4112,1.526,164.05,79.34,112.52,688,5.92
,,,"Otto Matic",3274905,"       (2005 FN)",2460600.5,0.3301,0.9332,177.25,120.88,175.93,329,3.75
,,,"Otto Matic",3274999,"       (2005 FV2)",2460600.5,0.7235,2.167,31.55,43.24,66.33,1.17e+03,19.36
,,,"Otto Matic",3275203,"       (2005 FE3)",2460600.5,0.5316,2.117,90.53,145.17,113.65,1.12e+03,13.11
,,,"Otto Matic",3275508,"       (2005 GH)",2460600.5,0.4770,2.18,189.48,306.37,48.65,1.18e+03,20.28
,,,"Otto Matic",3275506,"       (2005 GJ)",2460600.5,0.4205,1.811,38.87,195.91,347.49,890,9.63
,,,"Otto Matic",3275511,"       (2005 GT)",2453462.5,0.3595,1.584,13.47,208.76,346.71,728,7.45
,,,"Otto Matic",3275512,"       (2005 GU)",2460600.5,0.6146,1.552,26.88,275.80,2.74,706,25.05
,,,"Otto Matic",3275513,"       (2005 GL1)",2460600.5,0.5302,2.482,189.24,20.80,333.86,1.43e+03,3.29
,,,"Otto Matic",3275514,"       (2005 GJ8)",2460600.5,0.5511,1.766,252.56,214.84,142.64,857,3.39
,,,"Otto Matic",3275673,"       (2005 GY8)",2460600.5,0.6739,2.046,179.60,103.51,213.87,1.07e+03,2.83
,,,"Otto Matic",3275973,"       (2005 GM22)",2460600.5,0.4537,1.967,193.94,336.71,39.93,1.01e+03,20.93
,,,"Otto Matic",3275974,"       (2005 GN22)",2460600.5,0.2065,1.286,187.71,18.37,140.64,533,2.20
,,,"Otto Matic",3275976,"       (2005 GP33)",2453470.5,0.5842,2.423,22.50,142.54,7.74,1.38e+03,7.38
,,,"Otto Matic",3275977,"       (2005 GQ33)",2453467.5,0.7291,2.33,73.54,36.58,14.03,1.3e+03,1.55
,,,"Otto Matic",3275978,"       (2005 GR33)",2460600.5,0.3844,0.7784,22.67,334.65,15.40,251,27.99
,,0.52,"Otto Matic",3276097,"       (2005 GB34)",2460600.5,0.2949,1.414,17.80,161.74,233.01,614,20.28
,,,"Otto Matic",3276216,"       (2005 GO59)",2460600.5,0.7307,1.798,68.11,13.86,65.54,881,5.34
,,,"Otto Matic",3276397,"       (2005 GD60)",2460600.5,0.3743,1.33,199.05,100.10,208.51,560,9.90
,,,"Otto Matic",3276439,"       (2005 GF81)",2460600.5,0.5561,2.42,346.74,263.80,47.84,1.37e+03,4.51
,,,"Otto Matic",3276440,"       (2005 GG81)",2453471.5,0.5001,2.113,21.46,184.56,358.76,1.12e+03,3.64
,,,"Otto Matic",3276441,"       (2005 GH81)",2460600.5,0.5444,1.947,19.59,118.54,84.20,992,11.72
,,,"Otto Matic",3276443,"       (2005 GX110)",2453471.5,0.3139,1.59,23.01,152.39,13.77,732,21.41
,,,"Otto Matic",3276444,"       (2005 GZ110)",2460600.5,0.4331,1.663,193.19,61.04,14.26,783,10.92
,,,"Otto Matic",3276446,"       (2005 GX119)",2453471.5,0.4205,1.737,190.38,338.49,12.77,836,1.00
,,,"Otto Matic",3276600,"       (2005 GA120)",2453472.5,0.3865,1.287,197.78,282.63,40.77,533,12.27
,,,"Otto Matic",3276686,"       (2005 GZ128)",2460600.5,0.1358,0.951,203.00,230.62,129.78,339,18.65
,,,"Otto Matic",3276917,"       (2005 GK141)",2453476.5,0.6633,2.784,34.24,218.20,352.78,1.7e+03,14.10
,,,"Otto Matic",3276997,"       (2005 GM162)",2460600.5,0.4935,2.247,2.87,258.48,265.72,1.23e+03,1.97
,,,"Otto Matic",3276999,"       (2005 HB)",2460600.5,0.6068,2.699,90.21,132.73,135.93,1.62e+03,10.01
,,,"Otto Matic",3277069,"       (2005 HF)",2460600.5,0.5532,2.188,31.32,143.66,20.74,1.18e+03,3.80
,,,"Otto Matic",3277463,"       (2005 HB4)",2460600.5,0.2284,1.355,83.81,153.28,111.60,576,2.53
,,,"Otto Matic",3277464,"       (2005 HC4)",2453493.5,0.9614,1.824,63.76,309.06,341.48,900,8.41
,,,"Otto Matic",3277568,"       (2005 JS1)",2460600.5,0.4174,2.212,71.22,159.26,323.40,1.2e+03,25.35
,,,"Otto Matic",3277569,"       (2005 JT1)",2460600.5,0.3022,1.419,65.34,195.59,163.45,618,1.56
,,,"Otto Matic",3277570,"       (2005 JU1)",2460600.5,0.6863,2.336,32.96,269.55,142.53,1.3e+03,6.07
,,,"Otto Matic",3277571,"       (2005 JV1)",2460600.5,0.4662,1.912,216.94,356.61,129.48,966,3.45
,,,"Otto Matic",3277639,"       (2005 JN3)",2453496.5,0.5137,2.188,205.85,48.88,345.27,1.18e+03,9.28
,,,"Otto Matic",3277640,"       (2005 JO3)",2460600.5,0.3309,1.368,17.70,294.38,344.40,584,29.11
,,,"Otto Matic",3277704,"       (2005 JR5)",2460600.5,0.1538,1.158,49.30,246.89,164.37,455,31.04
,,,"Otto Matic",3277815,"       (2005 JB22)",2453499.5,0.3619,1.063,224.49,249.38,70.95,400,15.88
,,,"Otto Matic",3277897,"       (2005 JA45)",2453500.5,0.6254,2.764,50.24,188.97,358.30,1.68e+03,22.41
,,,"Otto Matic",3277999,"       (2005 JB46)",2453500.5,0.2191,1.335,48.79,179.30,1.14,563,14.07
,,,"Otto Matic",3278000,"       (2005 JD46)",2460600.5,0.7855,2.645,46.07,52.65,203.75,1.57e+03,18.25
,,,"Otto Matic",3278002,"       (2005 JF46)",2460600.5,0.5378,2.695,80.42,197.52,130.38,1.62e+03,36.13
,,,"Otto Matic",3278080,"       (2005 JQ81)",2460600.5,0.7978,2.615,219.64,131.32,188.37,1.54e+03,16.31
,,,"Otto Matic",3278081,"       (2005 JT81)",2460600.5,0.5935,2.824,241.57,22.52,19.24,1.73e+03,8.52
,,,"Otto Matic",3278078,"       (2005 JU81)",2460600.5,0.2774,1.116,56.31,72.51,240.24,431,17.29
,,,"Otto Matic",3278181,"       (2005 JJ91)",2460600.5,0.5996,2.785,66.93,206.21,55.73,1.7e+03,24.45
,,,"Otto Matic",3278182,"       (2005 JZ93)",2460600.5,0.2410,1.32,54.54,202.50,277.50,554,17.64
,,,"Otto Matic",3278321,"       (2005 JF108)",2453504.5,0.7957,1.969,69.80,23.80,35.82,1.01e+03,33.03
,,,"Otto Matic",3278402,"       (2005 KA)",2460600.5,0.2127,0.8411,225.20,182.50,259.61,282,2.98
,,,"Otto Matic",3278744,"       (2005 KR)",2460600.5,0.3063,1.139,63.34,320.82,224.79,444,21.66
,,,"Otto Matic",3278966,"       (2005 KD7)",2453516.5,0.5557,1.167,240.14,137.47,290.86,461,40.09
,,,"Otto Matic",3279191,"       (2005 KP9)",2460600.5,0.3604,1.672,83.58,122.18,7.56,789,15.88
,,,"Otto Matic",3279221,"       (2005 KJ10)",2460600.5,0.5795,1.883,81.15,233.99,161.09,944,8.17
,,,"Otto Matic",3279270,"       (2005 LC)",2460600.5,0.1027,1.134,69.79,147.08,45.40,441,2.80
,,,"Otto Matic",3279271,"       (2005 LD)",2460600.5,0.3742,1.546,83.53,219.55,2.09,702,9.30
,,,"Otto Matic",3279375,"       (2005 LM3)",2460600.5,0.5043,2.065,71.39,181.57,191.88,1.08e+03,9.64
,,,"Otto Matic",3279376,"       (2005 LO3)",2453528.5,0.4729,2.251,88.27,174.19,357.73,1.23e+03,9.41
,,,"Otto Matic",3279436,"       (2005 LU3)",2460600.5,0.3089,1.058,80.50,72.10,357.03,398,5.58
,,,"Otto Matic",3279435,"       (2005 LV3)",2460600.5,0.4377,2.21,250.68,13.95,322.19,1.2e+03,7.29
,,3.6,"Davide Farnocchia",3279432,"       (2005 LW3)",2460600.5,0.4637,1.439,59.58,288.68,64.04,630,6.02
,,,"Otto Matic",3279464,"       (2005 LV7)",2460600.5,0.5525,2.436,308.92,355.12,26.49,1.39e+03,8.89
,,,"Otto Matic",3279609,"       (2005 LW19)",2460600.5,0.4565,2.145,273.02,359.91,55.27,1.15e+03,9.57
,,,"Otto Matic",3279676,"       (2005 LV30)",2453538.5,0.7228,2.313,123.74,28.69,16.98,1.28e+03,16.05
,,,"Otto Matic",3279740,"       (2005 LX36)",2460600.5,0.5754,1.03,252.73,239.13,246.11,382,32.97
,,,"Otto Matic",3283184,"       (2005 LA37)",2460600.5,0.2390,1.679,276.69,317.73,346.25,795,36.63
,,,"Otto Matic",3279827,"       (2005 LQ40)",2453539.5,0.4684,1.795,250.39,70.89,339.71,878,10.58
,,,"Otto Matic",3279865,"       (2005 LZ42)",2460600.5,0.4951,2.099,109.51,220.72,110.95,1.11e+03,7.27
,,,"Otto Matic",3279866,"       (2005 MA)",2460600.5,0.5802,2.035,264.88,61.55,221.95,1.06e+03,2.94
,,,"Otto Matic",3279958,"       (2005 MR1)",2460600.5,0.5535,2.365,196.14,93.86,112.17,1.33e+03,3.29
,,,"Otto Matic",3279998,"       (2005 MW1)",2460600.5,0.5629,2.863,321.25,336.99,351.42,1.77e+03,6.37
,,,"Otto Matic",3283217,"       (2005 ME5)",2453549.5,0.4800,2.028,98.78,185.08,357.22,1.06e+03,5.55
,,,"Otto Matic",3283218,"       (2005 MF5)",2460600.5,0.3818,0.8038,98.04,349.75,112.35,263,29.52
,,,"Otto Matic",3283219,"       (2005 MG5)",2460600.5,0.4584,2.146,261.07,46.44,39.26,1.15e+03,6.71
,,3.956,"Otto Matic",3283227,"       (2005 MR5)",2460600.5,0.2958,0.8527,263.59,190.55,350.50,288,27.79
,,,"Otto Matic",3283245,"       (2005 MW9)",2460600.5,0.8878,3.572,291.63,241.42,319.93,2.47e+03,55.23
,,,"Otto Matic",3283246,"       (2005 ML13)",2460600.5,0.2461,1.148,140.56,220.83,190.05,449,6.85
,,,"Otto Matic",3283248,"       (2005 MN13)",2460600.5,0.3366,1.657,104.84,142.87,27.98,779,22.88
,,,"Otto Matic",3283250,"       (2005 MP13)",2460600.5,0.4522,2.15,114.79,182.48,38.14,1.15e+03,7.32
,,,"Otto Matic",3283445,"       (2005 NG)",2453556.5,0.5058,1.782,276.23,305.85,19.39,869,8.46
,,,"Otto Matic",3283480,"       (2005 NL1)",2460600.5,0.5154,2.037,299.34,302.46,240.11,1.06e+03,6.49
,,,"Otto Matic",3283520,"       (2005 NQ1)",2453556.5,0.4716,2.095,105.80,173.83,1.81,1.11e+03,9.71
,,,"Otto Matic",3283571,"       (2005 NE7)",2460600.5,0.6468,2.047,80.27,307.04,186.45,1.07e+03,9.53
,,,"Otto Matic",3283679,"       (2005 NE21)",2460600.5,0.4965,0.7892,289.68,194.76,328.97,256,10.63
,,,"Otto Matic",3283780,"       (2005 NX39)",2453564.5,0.8770,2.464,121.74,38.16,12.35,1.41e+03,14.16
,,,"Otto Matic",3283781,"       (2005 NY39)",2460600.5,0.4872,2.255,314.31,343.42,242.51,1.24e+03,2.95
,,,"Otto Matic",3283897,"       (2005 NX55)",2453563.5,0.6146,1.617,106.17,276.32,330.68,751,27.30
,,,"Otto Matic",3283898,"       (2005 NB56)",2460600.5,0.4732,1.642,112.12,114.48,79.25,769,6.77
,,,"Otto Matic",3283947,"       (2005 NG56)",2453567.5,0.6486,2.8,114.56,150.29,5.00,1.71e+03,16.71
,,,"Otto Matic",3283948,"       (2005 ND63)",2460600.5,0.3026,1.36,289.31,313.44,83.51,579,8.51
,,,"Otto Matic",3283950,"       (2005 NJ63)",2460600.5,0.4223,0.8693,120.84,1.74,83.88,296,26.55
,,,"Otto Matic",3284922,"       (2005 OW)",2460600.5,0.5958,2.676,270.14,64.01,138.12,1.6e+03,1.62
,,,"Otto Matic",3284923,"       (2005 OX)",2460600.5,0.6177,1.331,323.60,100.47,141.84,561,7.62
,,,"Otto Matic",3285074,"       (2005 OV1)",2460600.5,0.3082,1.556,128.02,235.69,295.83,709,13.21
,,,"Otto Matic",3285075,"       (2005 OX1)",2460600.5,0.4972,2.166,94.90,226.40,5.20,1.16e+03,5.86
,,,"Otto Matic",3285183,"       (2005 OR2)",2453582.5,0.5544,2.047,277.02,335.25,14.35,1.07e+03,3.71
,,,"Otto Matic",3285184,"       (2005 OT2)",2453584.5,0.4799,2.051,308.42,325.11,11.30,1.07e+03,27.30
,,,"Otto Matic",3285304,"       (2005 OD3)",2460600.5,0.6032,2.372,323.72,38.34,81.81,1.33e+03,16.20
,,100,"Otto Matic",3285299,"       (2005 OE3)",2460600.5,0.4285,1.567,321.02,58.43,256.01,716,25.37
,,,"Otto Matic",3285302,"       (2005 OF3)",2460600.5,0.5851,2.39,173.97,94.99,86.84,1.35e+03,3.28
,,,"Otto Matic",3285300,"       (2005 OG3)",2460600.5,0.4854,2.174,141.85,206.37,346.83,1.17e+03,5.74
,,,"Otto Matic",3285301,"       (2005 OH3)",2460600.5,0.1700,1.239,128.20,187.01,338.32,504,4.75
,,,"Otto Matic",3285298,"       (2005 OK3)",2460600.5,0.5011,2.145,134.70,189.47,38.64,1.15e+03,7.71
,,,"Otto Matic",3288433,"       (2005 PP)",2460600.5,0.4756,2.191,304.49,358.29,335.42,1.18e+03,10.15
,,,"Otto Matic",3288440,"       (2005 PH2)",2460600.5,0.6043,1.423,96.38,343.59,55.58,620,5.76
,,,"Otto Matic",3288478,"       (2005 PA5)",2460600.5,0.2269,1.322,133.04,149.05,250.29,555,15.33
,,,"Otto Matic",3288605,"       (2005 PX16)",2460600.5,0.4540,2.181,122.64,199.71,343.39,1.18e+03,11.10
,,,"Otto Matic",3288622,"       (2005 PA17)",2460600.5,0.5726,2.312,125.39,232.41,157.64,1.28e+03,2.54
,,,"Otto Matic",3288779,"       (2005 QC)",2460600.5,0.7732,1.801,79.86,12.27,310.88,883,13.79
1.847,0.017,,"Otto Matic",3288788,"       (2005 QL)",2460600.5,0.5018,2.446,104.95,290.73,335.98,1.4e+03,10.72
,,,"Otto Matic",3288853,"       (2005 QA5)",2460600.5,0.2114,1.39,93.30,264.60,230.17,599,6.80
,,,"Otto Matic",3288854,"       (2005 QB5)",2460600.5,0.2517,1.122,149.92,93.83,100.26,434,13.65
,,,"Otto Matic",3288932,"       (2005 QN11)",2460600.5,0.4029,2.174,223.67,135.42,343.24,1.17e+03,5.64
,,,"Otto Matic",3288931,"       (2005 QO11)",2460600.5,0.5096,2.449,163.02,231.34,338.71,1.4e+03,45.18
,,,"Otto Matic",3288933,"       (2005 QP11)",2460600.5,0.1759,0.9755,334.80,119.90,208.59,352,3.96
,,,"Otto Matic",3288934,"       (2005 QQ11)",2460600.5,0.4534,2.169,337.28,41.81,341.04,1.17e+03,5.14
,,,"Otto Matic",3289053,"       (2005 QG30)",2460600.5,0.2124,1.554,341.05,351.22,321.31,707,7.04
,,,"Otto Matic",3289054,"       (2005 QQ30)",2460600.5,0.5453,1.755,67.85,173.61,113.52,849,11.23
